combination,total_games,wins,avg_position,avg_score,total_weighted,count_weighted,weighted_avg_score,win_rate,cn_name_plot
Valley Trust (breakthrough) + 🌸RDA🌸,2,0,2.0,89.0,4.0,2,2.4166666666666665,0.0,Valley Trust (breakthrough) + 🌸RDA🌸
Philares + 🌸Green Ring🌸,2,0,2.0,145.0,4.0,2,2.4166666666666665,0.0, + 🌸绿环🌸
Martian Insurance Group + Valley Trust (breakthrough),2,1,2.0,85.0,4.0,2,2.4166666666666665,50.0,火星保险集团 + Valley Trust (breakthrough)
Philares + Polaris,2,0,2.0,86.5,4.0,2,2.4166666666666665,0.0, + 北极星
Pharmacy Union + 🌸Scolex Industries🌸,2,0,2.0,141.5,4.0,2,2.4166666666666665,0.0,制药联盟 + 🌸星核工业🌸
Collegium Copernicus + Habitat Marte,2,1,2.0,94.5,4.0,2,2.4166666666666665,50.0,哥白尼学院 + 火星栖息地
Aurorai + Ecoline (breakthrough),2,1,2.0,109.5,4.0,2,2.4166666666666665,50.0,Aurorai + Ecoline (breakthrough)
Millennium Falcon + Point Luna,2,1,2.0,142.5,4.0,2,2.4166666666666665,50.0,千年隼 + Point Luna
Cheung Shing MARS + Recyclon (breakthrough),2,0,2.0,93.0,4.0,2,2.4166666666666665,0.0,Cheung Shing MARS + Recyclon (breakthrough)
United Nations Mission One + 🌸MirrorCoat🌸,2,0,2.0,93.5,4.0,2,2.4166666666666665,0.0,United Nations Mission One + 🌸镜反🌸
Martian Insurance Group + MorningStar Inc (breakthrough),2,0,2.0,96.0,4.0,2,2.4166666666666665,0.0,火星保险集团 + MorningStar Inc (breakthrough)
Collegium Copernicus + 🌸Shinra Tech🌸,2,0,2.0,143.5,4.0,2,2.4166666666666665,0.0,哥白尼学院 + 🌸樱花电🌸
Cheung Shing MARS + Prism,2,1,2.0,182.0,4.0,2,2.4166666666666665,50.0,Cheung Shing MARS + 棱镜光谱研究室
Junk Ventures + Pharmacy Union,2,1,2.0,86.0,4.0,2,2.4166666666666665,50.0,Junk Ventures + 制药联盟
Incite Ender + 🌸EliteTech🌸,2,0,2.0,76.5,4.0,2,2.4166666666666665,0.0,Incite Ender + 🌸精英回馈🌸
Colonial One + Interplanetary Cinematics (breakthrough),2,0,2.0,93.5,4.0,2,2.4166666666666665,0.0,Colonial One + Interplanetary Cinematics (breakthrough)
Incite Ender + Viron (breakthrough),2,1,2.0,79.0,4.0,2,2.4166666666666665,50.0,Incite Ender + Viron (breakthrough)
Midas + 🌸MirrorCoat🌸,2,0,2.0,126.0,4.0,2,2.4166666666666665,0.0,Midas + 🌸镜反🌸
Palladin Shipping + Viron (breakthrough),2,0,2.0,98.5,4.0,2,2.4166666666666665,0.0,Palladin Shipping + Viron (breakthrough)
Pharmacy Union + Point Luna,2,1,2.0,71.0,4.0,2,2.4166666666666665,50.0,制药联盟 + Point Luna
UNMI (breakthrough) + 🌸Scolex Industries🌸,2,1,2.0,123.0,4.0,2,2.4166666666666665,50.0,UNMI (breakthrough) + 🌸星核工业🌸
Id Front + 🌸MirrorCoat🌸,2,1,2.0,214.0,4.0,2,2.4166666666666665,50.0,前线基地 + 🌸镜反🌸
Ambient + Point Luna,2,1,2.0,80.0,4.0,2,2.4166666666666665,50.0, + Point Luna
Astrodrill + 🌸Green Ring🌸,2,0,2.0,152.0,4.0,2,2.4166666666666665,0.0,天体钻井 + 🌸绿环🌸
Astrodrill + 🌸MirrorCoat🌸,2,1,2.0,119.5,4.0,2,2.4166666666666665,50.0,天体钻井 + 🌸镜反🌸
Odyssey + Palladin Shipping,2,1,2.0,81.5,4.0,2,2.4166666666666665,50.0,奥德赛 + Palladin Shipping
Hecate Speditions + 🌸Thermopoli🌸,2,1,2.0,78.0,4.0,2,2.4166666666666665,50.0,赫卡忒探险队 + 🌸精灵热舞🌸
Mind Set Mars + Steelaris,2,1,2.0,86.0,4.0,2,2.4166666666666665,50.0,Mind Set Mars + 钢之星
Celestic (breakthrough) + Mons Insurance,2,0,2.0,84.0,4.0,2,2.4166666666666665,0.0,Celestic (breakthrough) + 蒙斯保险
Labour Union + Philares,2,1,2.0,67.0,4.0,2,2.4166666666666665,50.0,Labour Union + 
Project Workshop + StormCraft Incorporated (breakthrough),2,1,2.0,171.0,4.0,2,2.4166666666666665,50.0,Project Workshop + StormCraft Incorporated (breakthrough)
Aridor + Viron (breakthrough),2,1,2.0,100.5,4.0,2,2.4166666666666665,50.0,Aridor + Viron (breakthrough)
Aridor + Utopia Invest,2,1,2.0,150.5,4.0,2,2.4166666666666665,50.0,Aridor + 乌托邦投资计划
Junk Ventures + 🌸Prowler🌸,2,0,2.0,117.0,4.0,2,2.4166666666666665,0.0,Junk Ventures + 🌸徘徊者🌸
Celestic (breakthrough) + Polaris,2,1,2.0,75.5,4.0,2,2.4166666666666665,50.0,Celestic (breakthrough) + 北极星
Chaos + Chimera,2,0,2.0,93.5,4.0,2,2.4166666666666665,0.0,Chaos + 奇美拉
Chaos + Collegium Copernicus,2,1,2.0,225.0,4.0,2,2.4166666666666665,50.0,Chaos + 哥白尼学院
Sagitta Frontier Services + 🌸Thermopoli🌸,2,0,2.0,81.5,4.0,2,2.4166666666666665,0.0,Sagitta Frontier Services + 🌸精灵热舞🌸
Chaos + CrediCor,2,1,2.0,130.0,4.0,2,2.4166666666666665,50.0,Chaos + CrediCor
Arcadian Communities (breakthrough) + Inventrix (breakthrough),2,0,2.0,89.0,4.0,2,2.4166666666666665,0.0,Arcadian Communities (breakthrough) + Inventrix (breakthrough)
Teractor (breakthrough) + 🌸Green Leaf Dance🌸,2,0,2.0,95.0,4.0,2,2.4166666666666665,0.0,Teractor (breakthrough) + 🌸绿叶舞动🌸
Aridor + Recyclon (breakthrough),2,0,2.0,125.5,4.0,2,2.4166666666666665,0.0,Aridor + Recyclon (breakthrough)
Saturn Systems + 🌸Ark Nova🌸,2,0,2.0,105.5,4.0,2,2.4166666666666665,0.0,Saturn Systems + 🌸方舟动物园🌸
Pristar (breakthrough) + Ringcom,2,1,2.0,91.0,4.0,2,2.4166666666666665,50.0,Pristar (breakthrough) + Ringcom
🌸Ark Nova🌸 + 🌸Green Leaf Dance🌸,2,0,2.0,83.0,4.0,2,2.4166666666666665,0.0,🌸方舟动物园🌸 + 🌸绿叶舞动🌸
Eglogue + Hecate Speditions,2,1,2.0,96.5,4.0,2,2.4166666666666665,50.0,Eglogue + 赫卡忒探险队
Crescent Research Association + Saturn Systems,2,0,2.0,109.0,4.0,2,2.4166666666666665,0.0,月牙研究联盟 + Saturn Systems
🌸PoliticalReform🌸 + 🌸Scolex Industries🌸,2,1,2.0,85.5,4.0,2,2.4166666666666665,50.0,🌸制度改革🌸 + 🌸星核工业🌸
Thorgate (breakthrough) + Trade Navigator,2,0,2.0,89.0,4.0,2,2.4166666666666665,0.0,Thorgate (breakthrough) + 贸易领航者
Thorgate (breakthrough) + UNMI (breakthrough),2,1,2.0,114.0,4.0,2,2.4166666666666665,50.0,Thorgate (breakthrough) + UNMI (breakthrough)
Mars Frontier Alliance + Pobolog (breakthrough),2,0,2.0,108.5,4.0,2,2.4166666666666665,0.0,火星边疆联盟 + Pobolog (breakthrough)
Prism + Tharsis_republic (breakthrough),2,1,2.0,108.0,4.0,2,2.4166666666666665,50.0,棱镜光谱研究室 + Tharsis_republic (breakthrough)
Project Workshop + Teractor (breakthrough),2,0,2.0,166.0,4.0,2,2.4166666666666665,0.0,Project Workshop + Teractor (breakthrough)
Labour Union + 🌸Prowler🌸,2,1,2.0,96.0,4.0,2,2.4166666666666665,50.0,Labour Union + 🌸徘徊者🌸
CrediCor + 🌸MirrorCoat🌸,2,0,2.0,75.0,4.0,2,2.4166666666666665,0.0,CrediCor + 🌸镜反🌸
Curiosity II + Lakefront Resorts,2,0,2.0,77.0,4.0,2,2.4166666666666665,0.0,Curiosity II + 湖畔度假区
Terralabs Research (breakthrough) + 🌸Energy Saving Ecology🌸,2,1,2.0,79.5,4.0,2,2.4166666666666665,50.0,Terralabs Research (breakthrough) + 🌸节能生态🌸
Aristarchus + Pobolog (breakthrough),2,1,2.0,124.5,4.0,2,2.4166666666666665,50.0,Aristarchus + Pobolog (breakthrough)
Kuiper Cooperative + Palladin Shipping,2,1,2.0,85.5,4.0,2,2.4166666666666665,50.0,Kuiper Cooperative + Palladin Shipping
Terralabs Research (breakthrough) + UNMI (breakthrough),2,1,2.0,82.0,4.0,2,2.4166666666666665,50.0,Terralabs Research (breakthrough) + UNMI (breakthrough)
Crescent Research Association + The Archaic Foundation Institute,2,0,2.0,112.5,4.0,2,2.4166666666666665,0.0,月牙研究联盟 + 原始基金会研究所
Robinson Industries (breakthrough) + Spire,2,0,2.0,149.0,4.0,2,2.4166666666666665,0.0,Robinson Industries (breakthrough) + Spire
Ringcom + Trade Navigator,2,0,2.0,84.0,4.0,2,2.4166666666666665,0.0,Ringcom + 贸易领航者
Ringcom + Thorgate (breakthrough),2,0,2.0,129.5,4.0,2,2.4166666666666665,0.0,Ringcom + Thorgate (breakthrough)
Terralabs Research (breakthrough) + 🌸Protogen🌸,2,1,2.0,84.5,4.0,2,2.4166666666666665,50.0,Terralabs Research (breakthrough) + 🌸微生物热舞🌸
🌸RDA🌸 + 🌸Shinra Tech🌸,2,1,2.0,63.5,4.0,2,2.4166666666666665,50.0,🌸RDA🌸 + 🌸樱花电🌸
Recyclon (breakthrough) + 🌸Shinra Tech🌸,2,1,2.0,77.0,4.0,2,2.4166666666666665,50.0,Recyclon (breakthrough) + 🌸樱花电🌸
Gagarin Mobile Base + Tycho Magnetics,2,1,2.0,109.5,4.0,2,2.4166666666666665,50.0,Gagarin Mobile Base + 第谷磁力
Aridor + 🌸Weyland Yutani🌸,2,1,2.0,123.5,4.0,2,2.4166666666666665,50.0,Aridor + 🌸韦兰德-尤坦尼集团🌸
Recyclon (breakthrough) + UNMI (breakthrough),2,0,2.0,93.5,4.0,2,2.4166666666666665,0.0,Recyclon (breakthrough) + UNMI (breakthrough)
Runciter Associates + SolBank,2,1,2.0,108.5,4.0,2,2.4166666666666665,50.0,朗西斯联合公司 + SolBank
Aridor + 🌸Green Ring🌸,2,0,2.0,77.0,4.0,2,2.4166666666666665,0.0,Aridor + 🌸绿环🌸
Aristarchus + 🌸StarlinkDrifter🌸,2,1,2.0,102.5,4.0,2,2.4166666666666665,50.0,Aristarchus + 🌸星链漂流者🌸
Chaos + UNMI (breakthrough),2,0,2.0,79.5,4.0,2,2.4166666666666665,0.0,Chaos + UNMI (breakthrough)
Project Workshop + Vitor,2,0,2.0,122.5,4.0,2,2.4166666666666665,0.0,Project Workshop + Vitor
Aridor + 🌸Buy N Large🌸,2,1,2.0,88.0,4.0,2,2.4166666666666665,50.0,Aridor + 🌸大巨购🌸
Eris + UNMI (breakthrough),2,0,2.0,102.5,4.0,2,2.4166666666666665,0.0,Eris + UNMI (breakthrough)
Manutech + 🌸Integrated Microorganisms🌸,2,1,2.0,105.5,4.0,2,2.4166666666666665,50.0,Manutech + 🌸微生物星尘🌸
Project Workshop + Tycho Magnetics,2,0,2.0,100.0,4.0,2,2.4166666666666665,0.0,Project Workshop + 第谷磁力
Curiosity II + Luna Chain,2,1,2.0,140.0,4.0,2,2.4166666666666665,50.0,Curiosity II + 连月
Arklight (breakthrough) + Luna Chain,2,0,2.0,123.5,4.0,2,2.4166666666666665,0.0,Arklight (breakthrough) + 连月
Ringcom + 🌸Protogen🌸,2,1,2.0,97.5,4.0,2,2.4166666666666665,50.0,Ringcom + 🌸微生物热舞🌸
Aridor + Lakefront Resorts,2,0,2.0,100.5,4.0,2,2.4166666666666665,0.0,Aridor + 湖畔度假区
Poseidon + Project Workshop,2,0,2.0,102.0,4.0,2,2.4166666666666665,0.0,Poseidon + Project Workshop
Polyphemos (breakthrough) + Valley Trust (breakthrough),2,1,2.0,96.5,4.0,2,2.4166666666666665,50.0,Polyphemos (breakthrough) + Valley Trust (breakthrough)
CrediCor + Mons Insurance,2,0,2.0,95.5,4.0,2,2.4166666666666665,0.0,CrediCor + 蒙斯保险
SolBank + Vitor,2,1,2.0,226.0,4.0,2,2.4166666666666665,50.0,SolBank + Vitor
Polyphemos (breakthrough) + Terralabs Research (breakthrough),2,0,2.0,81.0,4.0,2,2.4166666666666665,0.0,Polyphemos (breakthrough) + Terralabs Research (breakthrough)
Arklight (breakthrough) + Ringcom,2,0,2.0,114.5,4.0,2,2.4166666666666665,0.0,Arklight (breakthrough) + Ringcom
Helion (breakthrough) + Robin Haulings,2,1,2.0,94.0,4.0,2,2.4166666666666665,50.0,Helion (breakthrough) + 罗宾运输
Aridor + Colonial One,2,0,2.0,116.0,4.0,2,2.4166666666666665,0.0,Aridor + Colonial One
Void + 🌸Energy Saving Ecology🌸,2,0,2.0,73.5,4.0,2,2.4166666666666665,0.0,Void + 🌸节能生态🌸
Splice (breakthrough) + StormCraft Incorporated (breakthrough),2,0,2.0,79.5,4.0,2,2.4166666666666665,0.0,Splice (breakthrough) + StormCraft Incorporated (breakthrough)
Junk Ventures + Splice (breakthrough),2,1,2.0,122.5,4.0,2,2.4166666666666665,50.0,Junk Ventures + Splice (breakthrough)
Steelaris + 雩喵科学探测器,2,1,2.0,79.5,4.0,2,2.4166666666666665,50.0,钢之星 + 雩喵科学探测器
Trade Navigator + Viron (breakthrough),2,0,2.0,162.5,4.0,2,2.4166666666666665,0.0,贸易领航者 + Viron (breakthrough)
Lakefront Resorts + 🌸SolarPlant🌸,2,1,2.0,71.5,4.0,2,2.4166666666666665,50.0,湖畔度假区 + 🌸太阳能公司🌸
Polaris + 🌸Shinra Tech🌸,2,1,2.0,128.0,4.0,2,2.4166666666666665,50.0,北极星 + 🌸樱花电🌸
EcoTec + StormCraft Incorporated (breakthrough),2,1,2.0,83.5,4.0,2,2.4166666666666665,50.0,EcoTec + StormCraft Incorporated (breakthrough)
Lakefront Resorts + 🌸Protogen🌸,2,1,2.0,87.5,4.0,2,2.4166666666666665,50.0,湖畔度假区 + 🌸微生物热舞🌸
Helion (breakthrough) + 🌸Green Ring🌸,2,0,2.0,83.0,4.0,2,2.4166666666666665,0.0,Helion (breakthrough) + 🌸绿环🌸
StormCraft Incorporated (breakthrough) + Tycho Magnetics,2,0,2.0,85.5,4.0,2,2.4166666666666665,0.0,StormCraft Incorporated (breakthrough) + 第谷磁力
StormCraft Incorporated (breakthrough) + Viron (breakthrough),2,0,2.0,81.5,4.0,2,2.4166666666666665,0.0,StormCraft Incorporated (breakthrough) + Viron (breakthrough)
Polaris + 🌸Green Ring🌸,2,0,2.0,84.5,4.0,2,2.4166666666666665,0.0,北极星 + 🌸绿环🌸
Luna Chain + Pharmacy Union,2,0,2.0,118.5,4.0,2,2.4166666666666665,0.0,连月 + 制药联盟
Poseidon + TeiAi Group,2,0,2.0,119.5,4.0,2,2.4166666666666665,0.0,Poseidon + 帝爱赌场
Polyphemos (breakthrough) + UNMI (breakthrough),2,1,2.0,91.0,4.0,2,2.4166666666666665,50.0,Polyphemos (breakthrough) + UNMI (breakthrough)
Aphrodite (breakthrough) + 🌸Green Ring🌸,2,1,2.0,92.0,4.0,2,2.4166666666666665,50.0,Aphrodite (breakthrough) + 🌸绿环🌸
Soylent Seedling Systems + 🌸Prowler🌸,14,4,2.357142857142857,77.0,33.0,14,2.4166666666666665,28.57,索伦特幼苗系统 + 🌸徘徊者🌸
CrediCor + Splice (breakthrough),2,1,2.0,79.0,4.0,2,2.4166666666666665,50.0,CrediCor + Splice (breakthrough)
Prism + Project Workshop,2,0,2.0,119.5,4.0,2,2.4166666666666665,0.0,棱镜光谱研究室 + Project Workshop
Thorgate (breakthrough) + 🌸Ark Nova🌸,2,0,2.0,85.5,4.0,2,2.4166666666666665,0.0,Thorgate (breakthrough) + 🌸方舟动物园🌸
Thorgate (breakthrough) + Viron (breakthrough),2,0,2.0,106.5,4.0,2,2.4166666666666665,0.0,Thorgate (breakthrough) + Viron (breakthrough)
Ecoline (breakthrough) + Viron (breakthrough),2,0,2.0,79.5,4.0,2,2.4166666666666665,0.0,Ecoline (breakthrough) + Viron (breakthrough)
TeiAi Group + 🌸Weyland Yutani🌸,2,0,2.0,99.0,4.0,2,2.4166666666666665,0.0,帝爱赌场 + 🌸韦兰德-尤坦尼集团🌸
Lakefront Resorts + MorningStar Inc (breakthrough),2,1,2.0,89.5,4.0,2,2.4166666666666665,50.0,湖畔度假区 + MorningStar Inc (breakthrough)
Hecate Speditions + 🌸Protogen🌸,2,1,2.0,344.0,4.0,2,2.4166666666666665,50.0,赫卡忒探险队 + 🌸微生物热舞🌸
Arklight (breakthrough) + Philares,2,1,2.0,115.5,4.0,2,2.4166666666666665,50.0,Arklight (breakthrough) + 
Thorgate (breakthrough) + 🌸Prowler🌸,2,1,2.0,71.5,4.0,2,2.4166666666666665,50.0,Thorgate (breakthrough) + 🌸徘徊者🌸
Soylent Seedling Systems + UNMI (breakthrough),2,0,2.0,88.0,4.0,2,2.4166666666666665,0.0,索伦特幼苗系统 + UNMI (breakthrough)
Helion (breakthrough) + Id Front,2,1,2.0,150.0,4.0,2,2.4166666666666665,50.0,Helion (breakthrough) + 前线基地
Splice (breakthrough) + Teractor (breakthrough),21,5,2.380952380952381,84.66666666666667,50.0,21,2.4193548387096775,23.81,Splice (breakthrough) + Teractor (breakthrough)
雩喵科学探测器 + 🌸Energy Saving Ecology🌸,21,3,2.380952380952381,75.95238095238095,50.0,21,2.4193548387096775,14.29,雩喵科学探测器 + 🌸节能生态🌸
雩喵科学探测器 + 🌸Integrated Microorganisms🌸,21,6,2.380952380952381,92.33333333333333,50.0,21,2.4193548387096775,28.57,雩喵科学探测器 + 🌸微生物星尘🌸
CrediCor + 🌸Green Leaf Dance🌸,9,2,2.3333333333333335,84.33333333333333,21.0,9,2.4210526315789473,22.22,CrediCor + 🌸绿叶舞动🌸
🌸Ark Nova🌸 + 🌸StarlinkDrifter🌸,9,3,2.3333333333333335,125.44444444444444,21.0,9,2.4210526315789473,33.33,🌸方舟动物园🌸 + 🌸星链漂流者🌸
Poseidon + Spire,9,2,2.3333333333333335,89.44444444444444,21.0,9,2.4210526315789473,22.22,Poseidon + Spire
Hecate Speditions + 🌸Integrated Microorganisms🌸,9,2,2.3333333333333335,101.22222222222223,21.0,9,2.4210526315789473,22.22,赫卡忒探险队 + 🌸微生物星尘🌸
Inventrix (breakthrough) + Tharsis_republic (breakthrough),9,1,2.3333333333333335,91.55555555555556,21.0,9,2.4210526315789473,11.11,Inventrix (breakthrough) + Tharsis_republic (breakthrough)
Ambient + 🌸Protogen🌸,9,1,2.3333333333333335,74.88888888888889,21.0,9,2.4210526315789473,11.11, + 🌸微生物热舞🌸
Void + 🌸Scolex Industries🌸,9,3,2.3333333333333335,83.88888888888889,21.0,9,2.4210526315789473,33.33,Void + 🌸星核工业🌸
Ringcom + Teractor (breakthrough),35,9,2.4,94.74285714285715,84.0,35,2.422222222222222,25.71,Ringcom + Teractor (breakthrough)
Poseidon + 🌸SolarPlant🌸,16,3,2.375,75.875,38.0,16,2.423076923076923,18.75,Poseidon + 🌸太阳能公司🌸
Celestic (breakthrough) + 🌸EliteTech🌸,23,8,2.391304347826087,85.30434782608695,55.0,23,2.4242424242424243,34.78,Celestic (breakthrough) + 🌸精英回馈🌸
Inventrix (breakthrough) + Philares,4,2,2.25,90.25,9.0,4,2.4285714285714284,50.0,Inventrix (breakthrough) + 
Interplanetary Cinematics (breakthrough) + Polyphemos (breakthrough),4,1,2.25,72.25,9.0,4,2.4285714285714284,25.0,Interplanetary Cinematics (breakthrough) + Polyphemos (breakthrough)
MorningStar Inc (breakthrough) + Playwrights,4,1,2.25,113.5,9.0,4,2.4285714285714284,25.0,MorningStar Inc (breakthrough) + Playwrights
Aridor + Millennium Falcon,4,1,2.25,109.0,9.0,4,2.4285714285714284,25.0,Aridor + 千年隼
Runciter Associates + Spire,4,1,2.25,159.0,9.0,4,2.4285714285714284,25.0,朗西斯联合公司 + Spire
Factorum (breakthrough) + Recyclon (breakthrough),4,1,2.25,75.0,9.0,4,2.4285714285714284,25.0,Factorum (breakthrough) + Recyclon (breakthrough)
Factorum (breakthrough) + Pobolog (breakthrough),4,1,2.25,120.25,9.0,4,2.4285714285714284,25.0,Factorum (breakthrough) + Pobolog (breakthrough)
Interplanetary Cinematics (breakthrough) + 🌸Buy N Large🌸,4,2,2.25,120.0,9.0,4,2.4285714285714284,50.0,Interplanetary Cinematics (breakthrough) + 🌸大巨购🌸
Sagitta Frontier Services + 🌸Mining Corp🌸,4,1,2.25,77.75,9.0,4,2.4285714285714284,25.0,Sagitta Frontier Services + 🌸钢铁精炼🌸
Eglogue + Playwrights,4,0,2.25,60.75,9.0,4,2.4285714285714284,0.0,Eglogue + Playwrights
Ambient + EcoTec,4,1,2.25,77.75,9.0,4,2.4285714285714284,25.0, + EcoTec
Utopia Invest + 🌸Ark Nova🌸,4,1,2.25,94.75,9.0,4,2.4285714285714284,25.0,乌托邦投资计划 + 🌸方舟动物园🌸
Curiosity II + Junk Ventures,4,1,2.25,115.25,9.0,4,2.4285714285714284,25.0,Curiosity II + Junk Ventures
Spire + Viron (breakthrough),18,4,2.388888888888889,89.16666666666667,43.0,18,2.4285714285714284,22.22,Spire + Viron (breakthrough)
Aridor + CrediCor,4,2,2.25,91.5,9.0,4,2.4285714285714284,50.0,Aridor + CrediCor
Runciter Associates + 🌸Scolex Industries🌸,4,1,2.25,98.0,9.0,4,2.4285714285714284,25.0,朗西斯联合公司 + 🌸星核工业🌸
Spire + Trade Navigator,4,1,2.25,121.0,9.0,4,2.4285714285714284,25.0,Spire + 贸易领航者
Factorum (breakthrough) + Ringcom,4,1,2.25,132.75,9.0,4,2.4285714285714284,25.0,Factorum (breakthrough) + Ringcom
MorningStar Inc (breakthrough) + Project Workshop,4,1,2.25,93.25,9.0,4,2.4285714285714284,25.0,MorningStar Inc (breakthrough) + Project Workshop
Ambient + Pobolog (breakthrough),4,0,2.25,94.5,9.0,4,2.4285714285714284,0.0, + Pobolog (breakthrough)
EcoTec + Nirgal Enterprises,4,1,2.25,66.25,9.0,4,2.4285714285714284,25.0,EcoTec + Nirgal Enterprises
Aphrodite (breakthrough) + Polaris,4,1,2.25,75.0,9.0,4,2.4285714285714284,25.0,Aphrodite (breakthrough) + 北极星
Tharsis_republic (breakthrough) + 🌸Shinra Tech🌸,4,1,2.25,85.75,9.0,4,2.4285714285714284,25.0,Tharsis_republic (breakthrough) + 🌸樱花电🌸
Chaos + 🌸双轨跃迁🌸,4,2,2.25,102.25,9.0,4,2.4285714285714284,50.0,Chaos + 🌸双轨跃迁🌸
Thorgate (breakthrough) + Valley Trust (breakthrough),11,4,2.3636363636363638,109.72727272727273,26.0,11,2.4285714285714284,36.36,Thorgate (breakthrough) + Valley Trust (breakthrough)
雩喵科学探测器 + 🌸双轨跃迁🌸,4,1,2.25,85.0,9.0,4,2.4285714285714284,25.0,雩喵科学探测器 + 🌸双轨跃迁🌸
Pobolog (breakthrough) + Polaris,4,2,2.25,75.75,9.0,4,2.4285714285714284,50.0,Pobolog (breakthrough) + 北极星
Poseidon + 🌸EliteTech🌸,18,5,2.388888888888889,81.55555555555556,43.0,18,2.4285714285714284,27.78,Poseidon + 🌸精英回馈🌸
🌸Green Ring🌸 + 🌸Thermopoli🌸,4,1,2.25,71.0,9.0,4,2.4285714285714284,25.0,🌸绿环🌸 + 🌸精灵热舞🌸
Poseidon + Tharsis_republic (breakthrough),4,2,2.25,92.25,9.0,4,2.4285714285714284,50.0,Poseidon + Tharsis_republic (breakthrough)
🌸MirrorCoat🌸 + 🌸Protogen🌸,4,2,2.25,84.0,9.0,4,2.4285714285714284,50.0,🌸镜反🌸 + 🌸微生物热舞🌸
Arklight (breakthrough) + Polaris,4,1,2.25,76.0,9.0,4,2.4285714285714284,25.0,Arklight (breakthrough) + 北极星
Arklight (breakthrough) + Chaos,4,1,2.25,84.5,9.0,4,2.4285714285714284,25.0,Arklight (breakthrough) + Chaos
CrediCor + 🌸Shinra Tech🌸,4,1,2.25,83.75,9.0,4,2.4285714285714284,25.0,CrediCor + 🌸樱花电🌸
Helion (breakthrough) + Tharsis_republic (breakthrough),4,0,2.25,82.0,9.0,4,2.4285714285714284,0.0,Helion (breakthrough) + Tharsis_republic (breakthrough)
Pobolog (breakthrough) + 🌸Mining Corp🌸,11,2,2.3636363636363638,89.81818181818181,26.0,11,2.4285714285714284,18.18,Pobolog (breakthrough) + 🌸钢铁精炼🌸
雩喵科学探测器 + 🌸SolarPlant🌸,11,1,2.3636363636363638,84.27272727272727,26.0,11,2.4285714285714284,9.09,雩喵科学探测器 + 🌸太阳能公司🌸
Ambient + 🌸Shinra Tech🌸,4,0,2.25,78.75,9.0,4,2.4285714285714284,0.0, + 🌸樱花电🌸
Point Luna + Splice (breakthrough),18,5,2.388888888888889,88.38888888888889,43.0,18,2.4285714285714284,27.78,Point Luna + Splice (breakthrough)
Pharmacy Union + Tharsis_republic (breakthrough),4,1,2.25,86.5,9.0,4,2.4285714285714284,25.0,制药联盟 + Tharsis_republic (breakthrough)
Incite Ender + Inventrix (breakthrough),4,1,2.25,72.0,9.0,4,2.4285714285714284,25.0,Incite Ender + Inventrix (breakthrough)
Aristarchus + StormCraft Incorporated (breakthrough),4,1,2.25,98.75,9.0,4,2.4285714285714284,25.0,Aristarchus + StormCraft Incorporated (breakthrough)
🌸Green Leaf Dance🌸 + 🌸Protogen🌸,4,1,2.25,61.25,9.0,4,2.4285714285714284,25.0,🌸绿叶舞动🌸 + 🌸微生物热舞🌸
Arklight (breakthrough) + Ecoline (breakthrough),20,4,2.4,84.65,48.0,20,2.433333333333333,20.0,Arklight (breakthrough) + Ecoline (breakthrough)
Pobolog (breakthrough) + 🌸EliteTech🌸,20,6,2.4,81.25,48.0,20,2.433333333333333,30.0,Pobolog (breakthrough) + 🌸精英回馈🌸
Midas + 雩喵科学探测器,13,2,2.3846153846153846,66.6923076923077,31.0,13,2.4347826086956523,15.38,Midas + 雩喵科学探测器
Manutech + Mining guild (breakthrough),13,3,2.3846153846153846,87.3076923076923,31.0,13,2.4347826086956523,23.08,Manutech + Mining guild (breakthrough)
Pobolog (breakthrough) + 🌸RDA🌸,6,1,2.3333333333333335,74.0,14.0,6,2.4375,16.67,Pobolog (breakthrough) + 🌸RDA🌸
Millennium Falcon + Tycho Magnetics,6,1,2.3333333333333335,110.5,14.0,6,2.4375,16.67,千年隼 + 第谷磁力
🌸Ark Nova🌸 + 🌸Energy Saving Ecology🌸,6,2,2.3333333333333335,69.33333333333333,14.0,6,2.4375,33.33,🌸方舟动物园🌸 + 🌸节能生态🌸
Arcadian Communities (breakthrough) + Manutech,6,1,2.3333333333333335,67.5,14.0,6,2.4375,16.67,Arcadian Communities (breakthrough) + Manutech
🌸PoliticalReform🌸 + 🌸Weyland Yutani🌸,6,2,2.3333333333333335,90.33333333333333,14.0,6,2.4375,33.33,🌸制度改革🌸 + 🌸韦兰德-尤坦尼集团🌸
CrediCor + Manutech,6,3,2.3333333333333335,88.16666666666667,14.0,6,2.4375,50.0,CrediCor + Manutech
Playwrights + 🌸Scolex Industries🌸,6,1,2.3333333333333335,83.83333333333333,14.0,6,2.4375,16.67,Playwrights + 🌸星核工业🌸
🌸Protogen🌸 + 🌸Shinra Tech🌸,6,2,2.3333333333333335,75.5,14.0,6,2.4375,33.33,🌸微生物热舞🌸 + 🌸樱花电🌸
Polaris + 🌸Protogen🌸,6,2,2.3333333333333335,78.33333333333333,14.0,6,2.4375,33.33,北极星 + 🌸微生物热舞🌸
Manutech + Terralabs Research (breakthrough),6,3,2.3333333333333335,88.0,14.0,6,2.4375,50.0,Manutech + Terralabs Research (breakthrough)
