card_name,corporation,play_count,wins,avg_score,total_weighted,count_weighted,weighted_avg_score,win_rate,card_cn_name,corp_cn_name
Jovian Lanterns,Valley Trust (breakthrough),41,14,85.70731707317073,97.0,41,2.392156862745098,34.15,木星灯,Valley Trust (breakthrough)
Adaptation Technology,🌸Integrated Microorganisms🌸,41,14,85.07317073170732,97.0,41,2.392156862745098,34.15,适应性技术,🌸微生物星尘🌸
Sister Planet Sponsors,Prism,92,31,94.8913043478261,219.0,92,2.392156862745098,33.7,姊妹星球赞助,棱镜光谱研究室
Venus Waystation,Midas,41,12,84.36585365853658,97.0,41,2.392156862745098,29.27,金星中转站,Midas
Local Shading,🌸Tyrell🌸,41,11,86.95121951219512,97.0,41,2.392156862745098,26.83,局部遮蔽,🌸泰瑞尔公司🌸
Orbital Laboratories,🌸Ark Nova🌸,41,11,88.8048780487805,97.0,41,2.392156862745098,26.83,轨道实验室,🌸方舟动物园🌸
Voltaic Metallurgy,🌸Scolex Industries🌸,41,9,85.92682926829268,97.0,41,2.392156862745098,21.95,伏打冶金,🌸星核工业🌸
Space Hotels,Interplanetary Cinematics (breakthrough),41,12,83.85365853658537,97.0,41,2.392156862745098,29.27,太空酒店,Interplanetary Cinematics (breakthrough)
Jovian Expedition,Teractor (breakthrough),69,23,99.0,164.0,69,2.392405063291139,33.33,木星远征,Teractor (breakthrough)
Solar Storm,Pobolog (breakthrough),69,17,79.85507246376811,164.0,69,2.392405063291139,24.64,太阳风暴,Pobolog (breakthrough)
Charity Donation,Pobolog (breakthrough),69,16,85.01449275362319,164.0,69,2.392405063291139,23.19,慈善捐款,Pobolog (breakthrough)
Industrial Microbes,Ambient,18,5,79.72222222222223,42.0,18,2.392857142857143,27.78,工业微生物,
Space Wargames,Void,18,6,85.22222222222223,42.0,18,2.392857142857143,33.33,太空战争游戏,Void
Public Celebrations,Poseidon,18,3,88.66666666666667,42.0,18,2.392857142857143,16.67,公开庆典,Poseidon
Directed Heat Usage,Playwrights,18,6,86.38888888888889,42.0,18,2.392857142857143,33.33,热能定向利用,Playwrights
Soil Factory,Pobolog (breakthrough),18,5,87.66666666666667,42.0,18,2.392857142857143,27.78,土壤工厂,Pobolog (breakthrough)
Technology Demonstration,Playwrights,18,7,76.72222222222223,42.0,18,2.392857142857143,38.89,科学论证,Playwrights
Bribed Committee,Hecate Speditions,18,6,81.66666666666667,42.0,18,2.392857142857143,33.33,贿赂委员会,赫卡忒探险队
Return to Abandoned Technology,🌸RDA🌸,18,7,80.16666666666667,42.0,18,2.392857142857143,38.89,废稿回收,🌸RDA🌸
Media Archives,Ecoline (breakthrough),18,3,78.55555555555556,42.0,18,2.392857142857143,16.67,多媒体档案库,Ecoline (breakthrough)
Comet for Venus,Saturn Systems,18,3,99.22222222222223,42.0,18,2.392857142857143,16.67,飞向金星的彗星,Saturn Systems
Spin-Inducing Asteroid,Inventrix (breakthrough),18,6,83.44444444444444,42.0,18,2.392857142857143,33.33,自旋牵引陨石,Inventrix (breakthrough)
Extremophiles,Lakefront Resorts,18,7,76.72222222222223,42.0,18,2.392857142857143,38.89,极端微生物,湖畔度假区
Ice Moon Colony,Saturn Systems,18,4,83.33333333333333,42.0,18,2.392857142857143,22.22,冰月殖民地,Saturn Systems
Oumuamua Type Object Survey,Inventrix (breakthrough),18,6,84.44444444444444,42.0,18,2.392857142857143,33.33,奥陌陌天体调查,Inventrix (breakthrough)
Technology Demonstration,Imperial Star Destroyer,18,7,107.83333333333333,42.0,18,2.392857142857143,38.89,科学论证,帝国歼星舰
Project Inspection,Lakefront Resorts,18,3,81.38888888888889,42.0,18,2.392857142857143,16.67,项目检测,湖畔度假区
Fish,Valley Trust (breakthrough),46,12,92.6304347826087,109.0,46,2.392857142857143,26.09,鱼,Valley Trust (breakthrough)
Martian Survey,Ambient,18,4,84.61111111111111,42.0,18,2.392857142857143,22.22,火星勘察,
Soil Studies,Lakefront Resorts,18,6,80.44444444444444,42.0,18,2.392857142857143,33.33,土壤研究,湖畔度假区
Unexpected Application,CrediCor,18,5,88.38888888888889,42.0,18,2.392857142857143,27.78,意外应用,CrediCor
Jovian Expedition,Septem Tribus,18,6,82.38888888888889,42.0,18,2.392857142857143,33.33,木星远征,Septem Tribus
Labor Trafficking,🌸EliteTech🌸,18,6,87.55555555555556,42.0,18,2.392857142857143,33.33,劳动力贩卖,🌸精英回馈🌸
Neutralizer Factory,Tharsis_republic (breakthrough),18,5,85.27777777777777,42.0,18,2.392857142857143,27.78,中和剂工厂,Tharsis_republic (breakthrough)
Jovian Expedition,Trade Navigator,18,6,91.83333333333333,42.0,18,2.392857142857143,33.33,木星远征,贸易领航者
Titan Shuttles,Arcadian Communities (breakthrough),18,5,84.5,42.0,18,2.392857142857143,27.78,泰坦穿梭机,Arcadian Communities (breakthrough)
Giant Ice Asteroid,Prism,18,7,99.33333333333333,42.0,18,2.392857142857143,38.89,巨冰行星,棱镜光谱研究室
Lagrange Observatory,Chaos,18,5,83.22222222222223,42.0,18,2.392857142857143,27.78,拉格朗日观察点,Chaos
Magnetic Field Generators:ares,Celestic (breakthrough),18,5,89.61111111111111,42.0,18,2.392857142857143,27.78,Magnetic Field Generators:ares,Celestic (breakthrough)
Penguins,Viron (breakthrough),46,14,91.41304347826087,109.0,46,2.392857142857143,30.43,企鹅,Viron (breakthrough)
Saturn Surfing,Luna Chain,46,16,85.5,109.0,46,2.392857142857143,34.78,土星冲浪,连月
Tectonic Stress Power,Arcadian Communities (breakthrough),18,5,80.16666666666667,42.0,18,2.392857142857143,27.78,构造应力能源,Arcadian Communities (breakthrough)
Forest Moon (VI),Arklight (breakthrough),18,4,84.38888888888889,42.0,18,2.392857142857143,22.22,Forest Moon (VI),Arklight (breakthrough)
Floater Technology,🌸Green Ring🌸,18,7,93.44444444444444,42.0,18,2.392857142857143,38.89,漂浮物科技,🌸绿环🌸
🌸置地丰收🌸,Teractor (breakthrough),18,5,86.38888888888889,42.0,18,2.392857142857143,27.78,🌸置地丰收🌸,Teractor (breakthrough)
Geological Survey,Terralabs Research (breakthrough),18,6,82.55555555555556,42.0,18,2.392857142857143,33.33,地质调查,Terralabs Research (breakthrough)
Rim Freighters,🌸RDA🌸,18,4,83.94444444444444,42.0,18,2.392857142857143,22.22,里姆货船,🌸RDA🌸
Specialized Settlement,🌸SolarPlant🌸,46,11,86.02173913043478,109.0,46,2.392857142857143,23.91,专业定居点,🌸太阳能公司🌸
Ocean City,Collegium Copernicus,18,4,83.05555555555556,42.0,18,2.392857142857143,22.22,海洋城市,哥白尼学院
Terraforming Robots,🌸Green Ring🌸,18,7,87.72222222222223,42.0,18,2.392857142857143,38.89,改造机器人,🌸绿环🌸
Mining Expedition,🌸Scolex Industries🌸,18,5,84.88888888888889,42.0,18,2.392857142857143,27.78,矿业探险,🌸星核工业🌸
🌸城电转能🌸,Prism,18,6,89.11111111111111,42.0,18,2.392857142857143,33.33,🌸城电转能🌸,棱镜光谱研究室
Rad-Suits,Ambient,18,6,80.05555555555556,42.0,18,2.392857142857143,33.33,镭射服,
Solarnet,Poseidon,46,13,90.1304347826087,109.0,46,2.392857142857143,28.26,太阳系网络,Poseidon
Large Ecological Reserve,雩喵科学探测器,46,13,86.41304347826087,109.0,46,2.392857142857143,28.26,大型生态保护区,雩喵科学探测器
Viral Enhancers,CrediCor,18,6,83.72222222222223,42.0,18,2.392857142857143,33.33,病毒增强,CrediCor
AI Central,Playwrights,18,6,85.77777777777777,42.0,18,2.392857142857143,33.33,人工智能核心,Playwrights
Cloud Tourism,🌸MirrorCoat🌸,18,7,95.16666666666667,42.0,18,2.392857142857143,38.89,云端旅游,🌸镜反🌸
Ice Asteroid,🌸Weyland Yutani🌸,46,11,86.78260869565217,109.0,46,2.392857142857143,23.91,结冰行星,🌸韦兰德-尤坦尼集团🌸
Investment Loan,🌸RDA🌸,18,4,80.55555555555556,42.0,18,2.392857142857143,22.22,投资性贷款,🌸RDA🌸
Soil Enrichment,Luna Chain,18,6,91.27777777777777,42.0,18,2.392857142857143,33.33,土壤改良,连月
Orbital Reflectors,Spire,18,4,81.83333333333333,42.0,18,2.392857142857143,22.22,轨道反射镜,Spire
Titanium Mine,Saturn Systems,18,3,91.94444444444444,42.0,18,2.392857142857143,16.67,钛合金矿脉,Saturn Systems
Respiration Enhance,🌸Protogen🌸,18,6,79.66666666666667,42.0,18,2.392857142857143,33.33,呼吸作用增强,🌸微生物热舞🌸
Restricted Area:ares,Lakefront Resorts,18,4,77.55555555555556,42.0,18,2.392857142857143,22.22,Restricted Area:ares,湖畔度假区
Martian Zoo,EcoTec,18,4,84.05555555555556,42.0,18,2.392857142857143,22.22,火星动物园,EcoTec
Darkside Observatory,🌸Tyrell🌸,18,7,89.33333333333333,42.0,18,2.392857142857143,38.89,暗面天文台,🌸泰瑞尔公司🌸
Public Baths,🌸RDA🌸,18,6,70.16666666666667,42.0,18,2.392857142857143,33.33,公共浴场,🌸RDA🌸
Imported GHG,Sagitta Frontier Services,18,6,78.27777777777777,42.0,18,2.392857142857143,33.33,引入温室气体,Sagitta Frontier Services
Unexpected Application,🌸Integrated Microorganisms🌸,74,22,82.71621621621621,176.0,74,2.392857142857143,29.73,意外应用,🌸微生物星尘🌸
Carbon Nanosystems,Manutech,46,16,91.21739130434783,109.0,46,2.392857142857143,34.78,碳纳米系统,Manutech
Directed Heat Usage,Hecate Speditions,18,5,93.38888888888889,42.0,18,2.392857142857143,27.78,热能定向利用,赫卡忒探险队
Desperate Measures,Valley Trust (breakthrough),18,5,78.77777777777777,42.0,18,2.392857142857143,27.78,绝望措施,Valley Trust (breakthrough)
Summit Logistics,Collegium Copernicus,18,5,91.83333333333333,42.0,18,2.392857142857143,27.78,峰会后勤,哥白尼学院
Nitrite Reducing Bacteria,雩喵科学探测器,18,5,83.66666666666667,42.0,18,2.392857142857143,27.78,亚硝酸盐还原菌,雩喵科学探测器
Wildlife Dome,Midas,46,17,74.5,109.0,46,2.392857142857143,36.96,野生生物穹顶,Midas
Interplanetary Alliance,🌸EliteTech🌸,79,24,83.13924050632912,188.0,79,2.393258426966292,30.38,星际联邦,🌸精英回馈🌸
Huygens Observatory,雩喵科学探测器,79,21,85.92405063291139,188.0,79,2.393258426966292,26.58,惠更斯天文台,雩喵科学探测器
GMO Contract,Teractor (breakthrough),79,23,85.69620253164557,188.0,79,2.393258426966292,29.11,转基因生物合约,Teractor (breakthrough)
Rego Plastics,🌸Integrated Microorganisms🌸,51,11,88.37254901960785,121.0,51,2.3934426229508197,21.57,表土塑料,🌸微生物星尘🌸
Worms,🌸Integrated Microorganisms🌸,173,48,81.4393063583815,413.0,173,2.3934426229508197,27.75,蠕虫,🌸微生物星尘🌸
Asteroid Rights,🌸StarlinkDrifter🌸,51,18,91.13725490196079,121.0,51,2.3934426229508197,35.29,小行星权力,🌸星链漂流者🌸
Floyd Continuum,Terralabs Research (breakthrough),51,15,87.72549019607843,121.0,51,2.3934426229508197,29.41,弗洛伊德连续体,Terralabs Research (breakthrough)
Invention Contest,🌸Weyland Yutani🌸,112,32,81.72321428571429,267.0,112,2.3934426229508197,28.57,发明竞争,🌸韦兰德-尤坦尼集团🌸
Mining Colony,Point Luna,51,18,82.47058823529412,121.0,51,2.3934426229508197,35.29,采矿殖民地,Point Luna
Jovian Defense Department,雩喵科学探测器,51,16,93.17647058823529,121.0,51,2.3934426229508197,31.37,木星防空署,雩喵科学探测器
Kickstarter,🌸Integrated Microorganisms🌸,51,15,84.72549019607843,121.0,51,2.3934426229508197,29.41,KS众筹,🌸微生物星尘🌸
Community Worker,🌸Shinra Tech🌸,51,11,84.98039215686275,121.0,51,2.3934426229508197,21.57,社区工作者,🌸樱花电🌸
Sponsored Academies,🌸Tyrell🌸,51,14,87.23529411764706,121.0,51,2.3934426229508197,27.45,学术赞助,🌸泰瑞尔公司🌸
Rover Construction,🌸Ark Nova🌸,84,27,85.83333333333333,200.0,84,2.393617021276596,32.14,漫游者建设,🌸方舟动物园🌸
Lunar Mining,Teractor (breakthrough),117,35,87.7948717948718,279.0,117,2.393700787401575,29.91,月球挖掘,Teractor (breakthrough)
Topsoil Contract,Poseidon,56,16,85.125,133.0,56,2.393939393939394,28.57,表土合约,Poseidon
Cutting Edge Technology,Ecoline (breakthrough),23,3,84.43478260869566,54.0,23,2.393939393939394,13.04,前沿科技,Ecoline (breakthrough)
Gyropolis,Terralabs Research (breakthrough),23,7,90.8695652173913,54.0,23,2.393939393939394,30.43,旋转都会,Terralabs Research (breakthrough)
Farming,Inventrix (breakthrough),23,4,84.69565217391305,54.0,23,2.393939393939394,17.39,农业,Inventrix (breakthrough)
Space Elevator,🌸Scolex Industries🌸,56,14,90.42857142857143,133.0,56,2.393939393939394,25.0,太空电梯,🌸星核工业🌸
Colonizer Training Camp,🌸Green Ring🌸,23,8,91.04347826086956,54.0,23,2.393939393939394,34.78,开拓者训练营,🌸绿环🌸
Black Polar Dust,Sagitta Frontier Services,23,3,75.34782608695652,54.0,23,2.393939393939394,13.04,黑色的极地尘埃,Sagitta Frontier Services
Lava Tube Settlement,Spire,23,7,89.56521739130434,54.0,23,2.393939393939394,30.43,熔岩城,Spire
Asteroid Rights,🌸Tyrell🌸,56,17,83.23214285714286,133.0,56,2.393939393939394,30.36,小行星权力,🌸泰瑞尔公司🌸
Clone Technology,🌸Prowler🌸,56,18,81.21428571428571,133.0,56,2.393939393939394,32.14,克隆科技,🌸徘徊者🌸
Supported Research,🌸Protogen🌸,23,6,82.17391304347827,54.0,23,2.393939393939394,26.09,受扶持的研究,🌸微生物热舞🌸
Ishtar Mining,🌸Energy Saving Ecology🌸,23,7,81.04347826086956,54.0,23,2.393939393939394,30.43,伊什塔尔矿业,🌸节能生态🌸
Venera Base,Incite Ender,23,7,82.30434782608695,54.0,23,2.393939393939394,30.43,金星基地,Incite Ender
Conscription,Polaris,23,6,83.21739130434783,54.0,23,2.393939393939394,26.09,征兵,北极星
Space Monster Park,🌸MirrorCoat🌸,23,8,85.73913043478261,54.0,23,2.393939393939394,34.78,太空怪兽乐园,🌸镜反🌸
Lunar Embassy,🌸Mining Corp🌸,23,7,89.73913043478261,54.0,23,2.393939393939394,30.43,月球大使馆,🌸钢铁精炼🌸
Tectonic Stress Power,Spire,23,7,81.3913043478261,54.0,23,2.393939393939394,30.43,构造应力能源,Spire
Deuterium Export,Incite Ender,23,4,78.47826086956522,54.0,23,2.393939393939394,17.39,输出氘,Incite Ender
Martian Dust Processing Plant,Vitor,23,6,83.1304347826087,54.0,23,2.393939393939394,26.09,粉尘加工厂,Vitor
Productive Outpost,Tycho Magnetics,23,6,87.8695652173913,54.0,23,2.393939393939394,26.09,生产前哨站,第谷磁力
Ants,Luna Chain,23,7,87.56521739130434,54.0,23,2.393939393939394,30.43,蚂蚁,连月
Power Plant,🌸Prowler🌸,23,3,79.26086956521739,54.0,23,2.393939393939394,13.04,发电厂,🌸徘徊者🌸
Building Industries,🌸StarlinkDrifter🌸,23,7,93.69565217391305,54.0,23,2.393939393939394,30.43,建筑行业,🌸星链漂流者🌸
Corporate Stronghold,Poseidon,23,6,86.52173913043478,54.0,23,2.393939393939394,26.09,公司据点,Poseidon
Ganymede Colony,CrediCor,23,7,86.91304347826087,54.0,23,2.393939393939394,30.43,木卫三殖民地,CrediCor
Bactoviral Research,雩喵科学探测器,56,14,89.17857142857143,133.0,56,2.393939393939394,25.0,细菌病毒研究,雩喵科学探测器
Last Resort Ingenuity,🌸EliteTech🌸,23,8,82.47826086956522,54.0,23,2.393939393939394,34.78,即兴才能,🌸精英回馈🌸
Spin-off Department,🌸Prowler🌸,23,7,77.52173913043478,54.0,23,2.393939393939394,30.43,副产品部门,🌸徘徊者🌸
Dirigibles,Sagitta Frontier Services,23,6,82.69565217391305,54.0,23,2.393939393939394,26.09,悬浮艇,Sagitta Frontier Services
Solar Wind Power,EcoTec,23,3,74.3913043478261,54.0,23,2.393939393939394,13.04,太阳风,EcoTec
Special Permit,Vitor,23,9,88.56521739130434,54.0,23,2.393939393939394,39.13,特别许可,Vitor
Casinos,Point Luna,23,6,86.73913043478261,54.0,23,2.393939393939394,26.09,赌场,Point Luna
Botanical Experience,Manutech,23,6,79.26086956521739,54.0,23,2.393939393939394,26.09,植物专业知识,Manutech
项目重整,Viron (breakthrough),23,7,80.30434782608695,54.0,23,2.393939393939394,30.43,项目重整,Viron (breakthrough)
Mohole Lake,Polaris,23,5,73.95652173913044,54.0,23,2.393939393939394,21.74,莫霍湖,北极星
Gene Repair,Ambient,23,8,88.82608695652173,54.0,23,2.393939393939394,34.78,基因修复,
Microgravity Nutrition,🌸Scolex Industries🌸,23,8,90.34782608695652,54.0,23,2.393939393939394,34.78,微重力营养学,🌸星核工业🌸
Bactoviral Research,Arcadian Communities (breakthrough),23,6,86.26086956521739,54.0,23,2.393939393939394,26.09,细菌病毒研究,Arcadian Communities (breakthrough)
Rare-Earth Elements,Luna Chain,23,8,81.43478260869566,54.0,23,2.393939393939394,34.78,稀土元素,连月
Lunar Steel,🌸Energy Saving Ecology🌸,23,6,76.73913043478261,54.0,23,2.393939393939394,26.09,月钢,🌸节能生态🌸
Magnetic Field Dome,🌸Scolex Industries🌸,23,5,81.34782608695652,54.0,23,2.393939393939394,21.74,磁力区域圆顶,🌸星核工业🌸
Titan Shuttles,Incite Ender,23,5,86.43478260869566,54.0,23,2.393939393939394,21.74,泰坦穿梭机,Incite Ender
Lunar Steel,🌸SolarPlant🌸,23,7,79.26086956521739,54.0,23,2.393939393939394,30.43,月钢,🌸太阳能公司🌸
Nobel Labs,Valley Trust (breakthrough),94,26,88.3936170212766,224.0,94,2.394230769230769,27.66,诺贝尔劳动奖,Valley Trust (breakthrough)
Convoy From Europa,Polaris,28,8,72.67857142857143,66.0,28,2.3947368421052633,28.57,木卫二护航队,北极星
Imported GHG,Terralabs Research (breakthrough),28,10,87.67857142857143,66.0,28,2.3947368421052633,35.71,引入温室气体,Terralabs Research (breakthrough)
Solar Farm,Manutech,28,11,85.60714285714286,66.0,28,2.3947368421052633,39.29,太阳能农场,Manutech
Ceres Spaceport,🌸Tyrell🌸,28,10,82.75,66.0,28,2.3947368421052633,35.71,谷神星太空港,🌸泰瑞尔公司🌸
Urbanized Area,Interplanetary Cinematics (breakthrough),28,9,86.17857142857143,66.0,28,2.3947368421052633,32.14,城市化区域,Interplanetary Cinematics (breakthrough)
Great Dam:ares,Incite Ender,28,9,86.25,66.0,28,2.3947368421052633,32.14,Great Dam:ares,Incite Ender
Venus Shuttles,🌸Shinra Tech🌸,28,10,91.14285714285714,66.0,28,2.3947368421052633,35.71,金星穿梭机,🌸樱花电🌸
Luna Metropolis,Saturn Systems,28,8,100.82142857142857,66.0,28,2.3947368421052633,28.57,月神都会,Saturn Systems
Robotic Workforce,Ringcom,28,7,95.07142857142857,66.0,28,2.3947368421052633,25.0,机器人大军,Ringcom
GMO Contract,🌸PoliticalReform🌸,28,9,88.10714285714286,66.0,28,2.3947368421052633,32.14,转基因生物合约,🌸制度改革🌸
Wildlife Dome,Teractor (breakthrough),66,17,84.5909090909091,157.0,66,2.3947368421052633,25.76,野生生物穹顶,Teractor (breakthrough)
Callisto Penal Mines,Midas,28,6,85.75,66.0,28,2.3947368421052633,21.43,木卫四开采法,Midas
Solarnet,Ambient,28,9,81.82142857142857,66.0,28,2.3947368421052633,32.14,太阳系网络,
Stratospheric Birds,Terralabs Research (breakthrough),28,9,94.35714285714286,66.0,28,2.3947368421052633,32.14,平流层的鸟类,Terralabs Research (breakthrough)
Giant Ice Asteroid,Ringcom,28,9,88.92857142857143,66.0,28,2.3947368421052633,32.14,巨冰行星,Ringcom
Huygens Observatory,🌸Shinra Tech🌸,66,15,91.46969696969697,157.0,66,2.3947368421052633,22.73,惠更斯天文台,🌸樱花电🌸
Summit Logistics,Manutech,28,12,92.07142857142857,66.0,28,2.3947368421052633,42.86,峰会后勤,Manutech
Ceres Tech Market,🌸Protogen🌸,28,7,81.21428571428571,66.0,28,2.3947368421052633,25.0,谷神星科技市场,🌸微生物热舞🌸
