card_name,corporation,play_count,wins,avg_score,total_weighted,count_weighted,weighted_avg_score,win_rate,card_cn_name,corp_cn_name
Hydrogen to Venus,Poseidon,26,8,89.5,61.0,26,2.388888888888889,30.77,输送氢气到金星,Poseidon
Cryptocurrency,Teractor (breakthrough),26,9,98.42307692307692,61.0,26,2.388888888888889,34.62,加密货币,Teractor (breakthrough)
Red City,🌸SolarPlant🌸,26,6,83.07692307692308,61.0,26,2.388888888888889,23.08,红城,🌸太阳能公司🌸
Cutting Edge Technology,Incite Ender,26,7,84.11538461538461,61.0,26,2.388888888888889,26.92,前沿科技,Incite Ender
Extremophiles,Poseidon,62,19,86.93548387096774,147.0,62,2.388888888888889,30.65,极端微生物,Poseidon
St. Joseph of Cupertino Mission,🌸Weyland Yutani🌸,26,9,92.23076923076923,61.0,26,2.388888888888889,34.62,库比蒂诺圣约瑟夫传教团,🌸韦兰德-尤坦尼集团🌸
Jovian Embassy,Inventrix (breakthrough),26,8,83.88461538461539,61.0,26,2.388888888888889,30.77,木星大使馆,Inventrix (breakthrough)
Respiration Enhance,Prism,44,17,98.77272727272727,104.0,44,2.388888888888889,38.64,呼吸作用增强,棱镜光谱研究室
Capital:ares,Poseidon,26,8,89.15384615384616,61.0,26,2.388888888888889,30.77,Capital:ares,Poseidon
Lagrange Observatory,Saturn Systems,26,8,93.03846153846153,61.0,26,2.388888888888889,30.77,拉格朗日观察点,Saturn Systems
Nuclear Zone:ares,🌸Green Ring🌸,26,8,63.30769230769231,61.0,26,2.388888888888889,30.77,Nuclear Zone:ares,🌸绿环🌸
Building Industries,Point Luna,26,9,95.46153846153847,61.0,26,2.388888888888889,34.62,建筑行业,Point Luna
Jovian Defense Department,Manutech,26,9,94.65384615384616,61.0,26,2.388888888888889,34.62,木星防空署,Manutech
Advanced Alloys,🌸Tyrell🌸,62,16,84.85483870967742,147.0,62,2.388888888888889,25.81,优化合金,🌸泰瑞尔公司🌸
Solar Storm,Spire,26,8,87.88461538461539,61.0,26,2.388888888888889,30.77,太阳风暴,Spire
Acquired Company,Manutech,26,9,84.57692307692308,61.0,26,2.388888888888889,34.62,并购公司,Manutech
Underground City,Arcadian Communities (breakthrough),26,8,79.61538461538461,61.0,26,2.388888888888889,30.77,地下城,Arcadian Communities (breakthrough)
High Temp. Superconductors,🌸Shinra Tech🌸,80,20,80.0875,190.0,80,2.388888888888889,25.0,超导体改进,🌸樱花电🌸
Solarnet,Inventrix (breakthrough),26,8,92.46153846153847,61.0,26,2.388888888888889,30.77,太阳系网络,Inventrix (breakthrough)
Mohole Area:ares,🌸SolarPlant🌸,26,8,75.15384615384616,61.0,26,2.388888888888889,30.77,Mohole Area:ares,🌸太阳能公司🌸
Business Contacts,🌸Ark Nova🌸,62,20,91.38709677419355,147.0,62,2.388888888888889,32.26,商业合同,🌸方舟动物园🌸
Solar Probe,🌸Mining Corp🌸,44,11,89.72727272727273,104.0,44,2.388888888888889,25.0,太阳探测器,🌸钢铁精炼🌸
Kickstarter,🌸SolarPlant🌸,26,9,80.84615384615384,61.0,26,2.388888888888889,34.62,KS众筹,🌸太阳能公司🌸
Industrial Center:ares,🌸Prowler🌸,26,8,80.34615384615384,61.0,26,2.388888888888889,30.77,Industrial Center:ares,🌸徘徊者🌸
Special Permit,Splice (breakthrough),26,5,77.0,61.0,26,2.388888888888889,19.23,特别许可,Splice (breakthrough)
Early Expedition,🌸SolarPlant🌸,26,11,77.96153846153847,61.0,26,2.388888888888889,42.31,早期探险,🌸太阳能公司🌸
Nuclear Power,🌸Ark Nova🌸,44,16,88.22727272727273,104.0,44,2.388888888888889,36.36,核能,🌸方舟动物园🌸
Rich Deposits,雩喵科学探测器,26,11,89.76923076923077,61.0,26,2.388888888888889,42.31,丰富矿藏,雩喵科学探测器
Rare-Earth Elements,Prism,44,13,90.0909090909091,104.0,44,2.388888888888889,29.55,稀土元素,棱镜光谱研究室
Cutting Edge Technology,Prism,62,18,87.83870967741936,147.0,62,2.388888888888889,29.03,前沿科技,棱镜光谱研究室
Mercurian Alloys,🌸Ark Nova🌸,62,16,88.70967741935483,147.0,62,2.388888888888889,25.81,水星合金,🌸方舟动物园🌸
Mars Hot Spring,Hecate Speditions,26,7,87.5,61.0,26,2.388888888888889,26.92,火星温泉,赫卡忒探险队
Tool with the First Order (VIII),Inventrix (breakthrough),26,9,80.53846153846153,61.0,26,2.388888888888889,34.62,Tool with the First Order (VIII),Inventrix (breakthrough)
Sub-Crust Measurements,Saturn Systems,26,6,92.23076923076923,61.0,26,2.388888888888889,23.08,测量地壳,Saturn Systems
Refugee Camps,🌸EliteTech🌸,26,10,81.03846153846153,61.0,26,2.388888888888889,38.46,难民营,🌸精英回馈🌸
Soil Enrichment,🌸Ark Nova🌸,44,13,93.45454545454545,104.0,44,2.388888888888889,29.55,土壤改良,🌸方舟动物园🌸
Crash Site Cleanup,Poseidon,26,8,88.3076923076923,61.0,26,2.388888888888889,30.77,陨石坑清洁,Poseidon
Hi-Tech Lab,Point Luna,44,14,97.79545454545455,104.0,44,2.388888888888889,31.82,高科技实验室,Point Luna
Casinos,🌸Ark Nova🌸,44,14,83.70454545454545,104.0,44,2.388888888888889,31.82,赌场,🌸方舟动物园🌸
Crash Site Cleanup,Pobolog (breakthrough),44,9,85.04545454545455,104.0,44,2.388888888888889,20.45,陨石坑清洁,Pobolog (breakthrough)
Dust Storm,🌸Mining Corp🌸,26,5,83.26923076923077,61.0,26,2.388888888888889,19.23,沙尘暴,🌸钢铁精炼🌸
Mass Converter,雩喵科学探测器,85,26,87.54117647058824,202.0,85,2.389473684210526,30.59,质能转换器,雩喵科学探测器
Asteroid Rights,🌸Scolex Industries🌸,49,14,84.42857142857143,116.0,49,2.389830508474576,28.57,小行星权力,🌸星核工业🌸
Comet for Venus,Teractor (breakthrough),49,16,95.12244897959184,116.0,49,2.389830508474576,32.65,飞向金星的彗星,Teractor (breakthrough)
Sister Planet Sponsors,🌸Integrated Microorganisms🌸,49,16,80.9795918367347,116.0,49,2.389830508474576,32.65,姊妹星球赞助,🌸微生物星尘🌸
Small Open Pit Mine,Manutech,49,16,83.61224489795919,116.0,49,2.389830508474576,32.65,小采矿坑,Manutech
Greenhouses,Terralabs Research (breakthrough),49,13,91.77551020408163,116.0,49,2.389830508474576,26.53,温室,Terralabs Research (breakthrough)
Mining Colony,Teractor (breakthrough),49,14,90.95918367346938,116.0,49,2.389830508474576,28.57,采矿殖民地,Teractor (breakthrough)
Business Contacts,Arcadian Communities (breakthrough),49,15,83.24489795918367,116.0,49,2.389830508474576,30.61,商业合同,Arcadian Communities (breakthrough)
Business Contacts,Luna Chain,49,17,90.36734693877551,116.0,49,2.389830508474576,34.69,商业合同,连月
Jovian Defense Department,🌸Tyrell🌸,49,12,87.36734693877551,116.0,49,2.389830508474576,24.49,木星防空署,🌸泰瑞尔公司🌸
Domed Crater,🌸Scolex Industries🌸,31,8,83.70967741935483,73.0,31,2.3902439024390243,25.81,圆顶火山口,🌸星核工业🌸
Atmoscoop,🌸Mining Corp🌸,31,9,94.51612903225806,73.0,31,2.3902439024390243,29.03,大气束缚场,🌸钢铁精炼🌸
Noctis Farming,🌸Ark Nova🌸,72,21,87.84722222222223,171.0,72,2.3902439024390243,29.17,诺提斯农耕,🌸方舟动物园🌸
Predators,Point Luna,31,9,86.96774193548387,73.0,31,2.3902439024390243,29.03,捕食者,Point Luna
Invention Contest,🌸Shinra Tech🌸,72,21,83.18055555555556,171.0,72,2.3902439024390243,29.17,发明竞争,🌸樱花电🌸
Energy Station,Lakefront Resorts,31,4,72.70967741935483,73.0,31,2.3902439024390243,12.9,能源站,湖畔度假区
Public Spaceline,Incite Ender,31,9,88.12903225806451,73.0,31,2.3902439024390243,29.03,公共太空航线,Incite Ender
Supercapacitors,Luna Chain,31,10,79.7741935483871,73.0,31,2.3902439024390243,32.26,超级电容,连月
Imported Nutrients,🌸Prowler🌸,31,10,80.51612903225806,73.0,31,2.3902439024390243,32.26,营养物输入,🌸徘徊者🌸
Trading Colony,Valley Trust (breakthrough),72,24,86.83333333333333,171.0,72,2.3902439024390243,33.33,交易殖民地,Valley Trust (breakthrough)
Mining Colony,🌸SolarPlant🌸,31,8,76.61290322580645,73.0,31,2.3902439024390243,25.81,采矿殖民地,🌸太阳能公司🌸
Colonial Representation,Teractor (breakthrough),31,7,86.70967741935483,73.0,31,2.3902439024390243,22.58,殖民代表权,Teractor (breakthrough)
Topsoil Contract,Incite Ender,31,10,82.90322580645162,73.0,31,2.3902439024390243,32.26,表土合约,Incite Ender
Viral Enhancers,🌸StarlinkDrifter🌸,72,20,91.48611111111111,171.0,72,2.3902439024390243,27.78,病毒增强,🌸星链漂流者🌸
Sub-Crust Measurements,CrediCor,31,10,87.25806451612904,73.0,31,2.3902439024390243,32.26,测量地壳,CrediCor
Jovian Defense Department,🌸Mining Corp🌸,31,9,85.45161290322581,73.0,31,2.3902439024390243,29.03,木星防空署,🌸钢铁精炼🌸
Floater Prototypes,🌸Green Ring🌸,31,9,82.35483870967742,73.0,31,2.3902439024390243,29.03,造云原型机,🌸绿环🌸
Heather,雩喵科学探测器,31,9,89.41935483870968,73.0,31,2.3902439024390243,29.03,帚石楠,雩喵科学探测器
Protected Valley,🌸SolarPlant🌸,31,10,76.54838709677419,73.0,31,2.3902439024390243,32.26,受保护的山脉,🌸太阳能公司🌸
Potatoes,Celestic (breakthrough),31,8,85.58064516129032,73.0,31,2.3902439024390243,25.81,土豆,Celestic (breakthrough)
Psychrophiles,🌸SolarPlant🌸,31,9,78.58064516129032,73.0,31,2.3902439024390243,29.03,嗜冷性细菌,🌸太阳能公司🌸
Airliners,Celestic (breakthrough),159,44,83.73584905660377,379.0,159,2.3905325443786984,27.67,航空公司,Celestic (breakthrough)
Development Center,🌸SolarPlant🌸,54,17,77.72222222222223,128.0,54,2.390625,31.48,发展中心,🌸太阳能公司🌸
Water Import From Europa,🌸Scolex Industries🌸,54,16,85.12962962962963,128.0,54,2.390625,29.63,从欧罗巴(木卫二)注入水源,🌸星核工业🌸
Venusian Insects,Poseidon,54,20,91.27777777777777,128.0,54,2.390625,37.04,金星昆虫,Poseidon
Indentured Workers,Viron (breakthrough),54,17,85.42592592592592,128.0,54,2.390625,31.48,合同工,Viron (breakthrough)
Topsoil Contract,🌸Mining Corp🌸,54,14,84.0925925925926,128.0,54,2.390625,25.93,表土合约,🌸钢铁精炼🌸
Venusian Insects,🌸Scolex Industries🌸,54,15,90.53703703703704,128.0,54,2.390625,27.78,金星昆虫,🌸星核工业🌸
Olympus Conference,🌸EliteTech🌸,118,38,85.77966101694915,281.0,118,2.390625,32.2,奥林巴斯峰会,🌸精英回馈🌸
Red Spot Observatory,🌸StarlinkDrifter🌸,77,27,91.83116883116882,183.0,77,2.3908045977011496,35.06,红斑实验室,🌸星链漂流者🌸
Jupiter Floating Station,🌸Weyland Yutani🌸,77,18,87.68831168831169,183.0,77,2.3908045977011496,23.38,木星浮动站,🌸韦兰德-尤坦尼集团🌸
Mohole Lake,EcoTec,13,4,84.23076923076923,30.0,13,2.391304347826087,30.77,莫霍湖,EcoTec
Colonial Representation,🌸MirrorCoat🌸,13,2,91.0,30.0,13,2.391304347826087,15.38,殖民代表权,🌸镜反🌸
Nitrogen-Rich Asteroid,🌸Energy Saving Ecology🌸,13,5,79.38461538461539,30.0,13,2.391304347826087,38.46,富氮小行星,🌸节能生态🌸
Ceres Spaceport,Septem Tribus,13,5,81.38461538461539,30.0,13,2.391304347826087,38.46,谷神星太空港,Septem Tribus
Mohole Lake,Eglogue,13,4,67.15384615384616,30.0,13,2.391304347826087,30.77,莫霍湖,Eglogue
Medical Lab,Viron (breakthrough),36,9,91.38888888888889,85.0,36,2.391304347826087,25.0,医疗实验室,Viron (breakthrough)
Charity Donation,🌸Protogen🌸,13,4,70.84615384615384,30.0,13,2.391304347826087,30.77,慈善捐款,🌸微生物热舞🌸
Invention Contest,Millennium Falcon,13,5,94.6923076923077,30.0,13,2.391304347826087,38.46,发明竞争,千年隼
Beam From A Thorium Asteroid,🌸Tyrell🌸,13,4,87.61538461538461,30.0,13,2.391304347826087,30.77,钍行星射线,🌸泰瑞尔公司🌸
Martian Repository,Tycho Magnetics,13,4,92.76923076923077,30.0,13,2.391304347826087,30.77,火星仓库,第谷磁力
Viral Enhancers,Septem Tribus,13,5,78.6923076923077,30.0,13,2.391304347826087,38.46,病毒增强,Septem Tribus
Lunar Embassy,Ambient,13,5,82.92307692307692,30.0,13,2.391304347826087,38.46,月球大使馆,
Research Colony,Imperial Star Destroyer,13,3,105.38461538461539,30.0,13,2.391304347826087,23.08,研究殖民地,帝国歼星舰
Molecular Printing,Factorum (breakthrough),13,4,82.23076923076923,30.0,13,2.391304347826087,30.77,分子打印,Factorum (breakthrough)
Earth Elevator,Luna Chain,13,5,91.84615384615384,30.0,13,2.391304347826087,38.46,地球太空梯,连月
Robot Pollinators,🌸Weyland Yutani🌸,36,14,89.27777777777777,85.0,36,2.391304347826087,38.89,机器授粉者,🌸韦兰德-尤坦尼集团🌸
Think Tank,Terralabs Research (breakthrough),13,4,87.92307692307692,30.0,13,2.391304347826087,30.77,智库,Terralabs Research (breakthrough)
Takonda Castle (VII),Teractor (breakthrough),36,11,88.94444444444444,85.0,36,2.391304347826087,30.56,Takonda Castle (VII),Teractor (breakthrough)
Fall of Sunrise,🌸Thermopoli🌸,13,3,78.53846153846153,30.0,13,2.391304347826087,23.08,拂晓陨落,🌸精灵热舞🌸
WG Project,🌸双轨跃迁🌸,13,4,80.61538461538461,30.0,13,2.391304347826087,30.77,WG 项目,🌸双轨跃迁🌸
Sky Docks,🌸Green Ring🌸,36,11,83.86111111111111,85.0,36,2.391304347826087,30.56,太空码头,🌸绿环🌸
Lunar Beam,Midas,13,4,76.38461538461539,30.0,13,2.391304347826087,30.77,月球射线,Midas
Lava Tube Settlement,雩喵科学探测器,36,11,85.52777777777777,85.0,36,2.391304347826087,30.56,熔岩城,雩喵科学探测器
Charity Donation,Imperial Star Destroyer,13,4,97.61538461538461,30.0,13,2.391304347826087,30.77,慈善捐款,帝国歼星舰
Forced Precipitation,🌸Green Ring🌸,13,3,88.61538461538461,30.0,13,2.391304347826087,23.08,强制降水,🌸绿环🌸
Jovian Embassy,Imperial Star Destroyer,13,4,109.07692307692308,30.0,13,2.391304347826087,30.77,木星大使馆,帝国歼星舰
Anti-Gravity Technology,🌸双轨跃迁🌸,13,5,83.92307692307692,30.0,13,2.391304347826087,38.46,反重力科技,🌸双轨跃迁🌸
Extremophiles,Manutech,36,13,85.30555555555556,85.0,36,2.391304347826087,36.11,极端微生物,Manutech
Urgent Terraforming Command,CrediCor,13,3,88.76923076923077,30.0,13,2.391304347826087,23.08,紧急改造令,CrediCor
Domed Crater,United Nations Mission One,13,3,91.61538461538461,30.0,13,2.391304347826087,23.08,圆顶火山口,United Nations Mission One
Ecology Research,Arklight (breakthrough),13,2,89.84615384615384,30.0,13,2.391304347826087,15.38,生态学研究,Arklight (breakthrough)
Land Claim,🌸PoliticalReform🌸,13,2,86.38461538461539,30.0,13,2.391304347826087,15.38,宣称领土,🌸制度改革🌸
Venus Soils,Spire,13,4,82.07692307692308,30.0,13,2.391304347826087,30.77,金星土壤,Spire
Secret Labs,Void,13,5,80.3076923076923,30.0,13,2.391304347826087,38.46,秘密实验室,Void
Mars Nomads,Poseidon,13,3,87.61538461538461,30.0,13,2.391304347826087,23.08,火星游牧者,Poseidon
Advanced Alloys,Splice (breakthrough),59,14,88.72881355932203,140.0,59,2.391304347826087,23.73,优化合金,Splice (breakthrough)
Floating Refinery,Point Luna,105,32,89.55238095238096,250.0,105,2.391304347826087,30.48,漂浮精炼厂,Point Luna
Ceres Tech Market,🌸Buy N Large🌸,13,4,84.6923076923077,30.0,13,2.391304347826087,30.77,谷神星科技市场,🌸大巨购🌸
Large Convoy,Tharsis_republic (breakthrough),13,3,89.61538461538461,30.0,13,2.391304347826087,23.08,大型护航队,Tharsis_republic (breakthrough)
Luna Governor,Arcadian Communities (breakthrough),13,4,93.07692307692308,30.0,13,2.391304347826087,30.77,月球政府,Arcadian Communities (breakthrough)
Teslaract,Prism,13,4,104.92307692307692,30.0,13,2.391304347826087,30.77,泰斯拉立方体,棱镜光谱研究室
Large Ecological Reserve,Luna Chain,13,3,105.61538461538461,30.0,13,2.391304347826087,23.08,大型生态保护区,连月
Wetlands,Polaris,36,8,79.47222222222223,85.0,36,2.391304347826087,22.22,湿地,北极星
Restricted Area:ares,UNMI (breakthrough),13,3,85.76923076923077,30.0,13,2.391304347826087,23.08,Restricted Area:ares,UNMI (breakthrough)
Large Ecological Reserve,🌸PoliticalReform🌸,13,6,89.6923076923077,30.0,13,2.391304347826087,46.15,大型生态保护区,🌸制度改革🌸
Bactoviral Research,🌸Thermopoli🌸,13,4,76.92307692307692,30.0,13,2.391304347826087,30.77,细菌病毒研究,🌸精灵热舞🌸
Mars Nomads,Point Luna,13,5,85.92307692307692,30.0,13,2.391304347826087,38.46,火星游牧者,Point Luna
Vesta Shipyard,Midas,36,11,81.05555555555556,85.0,36,2.391304347826087,30.56,维斯塔造船厂,Midas
Floating Habs,Aristarchus,13,5,90.53846153846153,30.0,13,2.391304347826087,38.46,漂浮舱,Aristarchus
Micro-Mills,🌸Integrated Microorganisms🌸,13,3,80.84615384615384,30.0,13,2.391304347826087,23.08,小型风车,🌸微生物星尘🌸
Research,Ecoline (breakthrough),13,2,92.38461538461539,30.0,13,2.391304347826087,15.38,研究,Ecoline (breakthrough)
Robot Pollinators,Factorum (breakthrough),13,4,88.0,30.0,13,2.391304347826087,30.77,机器授粉者,Factorum (breakthrough)
Martian Lumber Corp,🌸Weyland Yutani🌸,36,10,87.0,85.0,36,2.391304347826087,27.78,火星木材公司,🌸韦兰德-尤坦尼集团🌸
Kickstarter,🌸Energy Saving Ecology🌸,13,3,83.23076923076923,30.0,13,2.391304347826087,23.08,KS众筹,🌸节能生态🌸
Controlled Bloom,Viron (breakthrough),36,9,88.66666666666667,85.0,36,2.391304347826087,25.0,爆破控制,Viron (breakthrough)
Solarnet,🌸RDA🌸,13,3,87.53846153846153,30.0,13,2.391304347826087,23.08,太阳系网络,🌸RDA🌸
Marketing Experts,🌸Green Leaf Dance🌸,13,3,78.6923076923077,30.0,13,2.391304347826087,23.08,营销专家,🌸绿叶舞动🌸
Controlled Bloom,Saturn Systems,13,3,85.0,30.0,13,2.391304347826087,23.08,爆破控制,Saturn Systems
Search For Life,Pobolog (breakthrough),36,11,71.83333333333333,85.0,36,2.391304347826087,30.56,寻找生命,Pobolog (breakthrough)
L1 Trade Terminal,Polaris,13,5,75.6923076923077,30.0,13,2.391304347826087,38.46,L1 贸易终端,北极星
Early Expedition,Splice (breakthrough),36,10,86.11111111111111,85.0,36,2.391304347826087,27.78,早期探险,Splice (breakthrough)
Mass Converter,🌸SolarPlant🌸,36,11,86.80555555555556,85.0,36,2.391304347826087,30.56,质能转换器,🌸太阳能公司🌸
Research Outpost,Pharmacy Union,13,5,86.0,30.0,13,2.391304347826087,38.46,科研前哨站,制药联盟
Atalanta Planitia Lab,🌸SolarPlant🌸,36,9,83.5,85.0,36,2.391304347826087,25.0,亚特兰大实验室,🌸太阳能公司🌸
Inventors' Guild,Arcadian Communities (breakthrough),13,4,88.76923076923077,30.0,13,2.391304347826087,30.77,发明家公会,Arcadian Communities (breakthrough)
Voltaic Metallurgy,Terralabs Research (breakthrough),13,6,83.61538461538461,30.0,13,2.391304347826087,46.15,伏打冶金,Terralabs Research (breakthrough)
Research Outpost,Tharsis_republic (breakthrough),13,4,79.92307692307692,30.0,13,2.391304347826087,30.77,科研前哨站,Tharsis_republic (breakthrough)
Red Tourism Wave,🌸Prowler🌸,13,5,76.23076923076923,30.0,13,2.391304347826087,38.46,红色旅游风潮,🌸徘徊者🌸
Advertising,Imperial Star Destroyer,13,2,90.92307692307692,30.0,13,2.391304347826087,15.38,广告业,帝国歼星舰
Release of Inert Gases,MorningStar Inc (breakthrough),13,5,103.6923076923077,30.0,13,2.391304347826087,38.46,释放惰性气体,MorningStar Inc (breakthrough)
Law Suit,Terralabs Research (breakthrough),13,4,98.38461538461539,30.0,13,2.391304347826087,30.77,诉讼,Terralabs Research (breakthrough)
Field-Capped City,Septem Tribus,13,4,85.15384615384616,30.0,13,2.391304347826087,30.77,磁场穹顶城市,Septem Tribus
Geological Expedition,Void,13,4,90.53846153846153,30.0,13,2.391304347826087,30.77,地质探险,Void
Red Spot Observatory,Aphrodite (breakthrough),13,3,83.92307692307692,30.0,13,2.391304347826087,23.08,红斑实验室,Aphrodite (breakthrough)
Media Group,Septem Tribus,13,5,82.23076923076923,30.0,13,2.391304347826087,38.46,媒体团队,Septem Tribus
Mohole Lake,Incite Ender,13,3,77.3076923076923,30.0,13,2.391304347826087,23.08,莫霍湖,Incite Ender
Mars University,Playwrights,36,11,85.0,85.0,36,2.391304347826087,30.56,火星大学,Playwrights
Trees,🌸Mining Corp🌸,36,12,86.16666666666667,85.0,36,2.391304347826087,33.33,树,🌸钢铁精炼🌸
Harvest,Steelaris,13,6,75.23076923076923,30.0,13,2.391304347826087,46.15,丰收,钢之星
Designed Microorganisms,Inventrix (breakthrough),13,4,88.6923076923077,30.0,13,2.391304347826087,30.77,创造微生物,Inventrix (breakthrough)
Trans-Neptune Probe,UNMI (breakthrough),13,2,41.23076923076923,30.0,13,2.391304347826087,15.38,海王星探测器,UNMI (breakthrough)
Imported GHG,🌸Green Leaf Dance🌸,13,2,78.84615384615384,30.0,13,2.391304347826087,15.38,引入温室气体,🌸绿叶舞动🌸
Underground City,Sagitta Frontier Services,13,4,82.84615384615384,30.0,13,2.391304347826087,30.77,地下城,Sagitta Frontier Services
Worms,Arklight (breakthrough),13,3,80.38461538461539,30.0,13,2.391304347826087,23.08,蠕虫,Arklight (breakthrough)
Permafrost Extraction,Pobolog (breakthrough),13,4,81.38461538461539,30.0,13,2.391304347826087,30.77,冻土精炼,Pobolog (breakthrough)
Asteroid,Chaos,13,3,84.76923076923077,30.0,13,2.391304347826087,23.08,小行星,Chaos
Spin-off Department,🌸RDA🌸,13,5,77.84615384615384,30.0,13,2.391304347826087,38.46,副产品部门,🌸RDA🌸
Power Plant,Ecoline (breakthrough),13,3,76.3076923076923,30.0,13,2.391304347826087,23.08,发电厂,Ecoline (breakthrough)
Nobel Labs,Arcadian Communities (breakthrough),13,4,82.84615384615384,30.0,13,2.391304347826087,30.77,诺贝尔劳动奖,Arcadian Communities (breakthrough)
Grass,Helion (breakthrough),13,4,74.61538461538461,30.0,13,2.391304347826087,30.77,草,Helion (breakthrough)
Physics Complex,🌸Integrated Microorganisms🌸,13,4,93.92307692307692,30.0,13,2.391304347826087,30.77,物理研究所,🌸微生物星尘🌸
Special Design,Pharmacy Union,13,4,81.15384615384616,30.0,13,2.391304347826087,30.77,特别构思,制药联盟
Asteroid Resources,CrediCor,13,1,85.23076923076923,30.0,13,2.391304347826087,7.69,小行星资源,CrediCor
Impactor Swarm,Septem Tribus,13,4,91.53846153846153,30.0,13,2.391304347826087,30.77,冲击虫群,Septem Tribus
Specialized Settlement,🌸Protogen🌸,13,5,83.76923076923077,30.0,13,2.391304347826087,38.46,专业定居点,🌸微生物热舞🌸
Oumuamua Type Object Survey,🌸RDA🌸,13,5,81.92307692307692,30.0,13,2.391304347826087,38.46,奥陌陌天体调查,🌸RDA🌸
Bribed Committee,🌸MirrorCoat🌸,13,2,83.61538461538461,30.0,13,2.391304347826087,15.38,贿赂委员会,🌸镜反🌸
Cultivation of Venus,Teractor (breakthrough),59,16,95.55932203389831,140.0,59,2.391304347826087,27.12,金星育种,Teractor (breakthrough)
Ice Asteroid,🌸Protogen🌸,13,4,73.07692307692308,30.0,13,2.391304347826087,30.77,结冰行星,🌸微生物热舞🌸
Pride of the Earth Arkship,🌸PoliticalReform🌸,13,5,89.38461538461539,30.0,13,2.391304347826087,38.46,地球方舟的骄傲,🌸制度改革🌸
Optimal Aerobraking,EcoTec,13,3,78.0,30.0,13,2.391304347826087,23.08,最优的空气动力制动,EcoTec
项目重整,Vitor,36,13,94.61111111111111,85.0,36,2.391304347826087,36.11,项目重整,Vitor
Optimal Aerobraking,Eglogue,13,3,71.92307692307692,30.0,13,2.391304347826087,23.08,最优的空气动力制动,Eglogue
Hi-Tech Lab,Pharmacy Union,13,4,89.61538461538461,30.0,13,2.391304347826087,30.77,高科技实验室,制药联盟
Ocean Farm,Saturn Systems,13,4,92.6923076923077,30.0,13,2.391304347826087,30.77,海洋农场,Saturn Systems
Interstellar Colony Ship,Chaos,13,4,85.61538461538461,30.0,13,2.391304347826087,30.77,星际殖民飞船,Chaos
Deimos Down:ares,Tycho Magnetics,13,5,92.92307692307692,30.0,13,2.391304347826087,38.46,Deimos Down:ares,第谷磁力
Black Polar Dust,🌸Shinra Tech🌸,13,3,83.07692307692308,30.0,13,2.391304347826087,23.08,黑色的极地尘埃,🌸樱花电🌸
Ice Asteroid,Chaos,13,5,88.92307692307692,30.0,13,2.391304347826087,38.46,结冰行星,Chaos
Darkside Observatory,Collegium Copernicus,13,3,89.3076923076923,30.0,13,2.391304347826087,23.08,暗面天文台,哥白尼学院
Ocean City,Void,13,4,80.0,30.0,13,2.391304347826087,30.77,海洋城市,Void
Protected Growth,🌸StarlinkDrifter🌸,13,5,85.76923076923077,30.0,13,2.391304347826087,38.46,受保护的生长,🌸星链漂流者🌸
Space Port Colony,Poseidon,59,13,84.20338983050847,140.0,59,2.391304347826087,22.03,太空港殖民地,Poseidon
Nuclear Power,🌸Shinra Tech🌸,59,15,83.45762711864407,140.0,59,2.391304347826087,25.42,核能,🌸樱花电🌸
Predators,Viron (breakthrough),13,5,86.3076923076923,30.0,13,2.391304347826087,38.46,捕食者,Viron (breakthrough)
Designed Microorganisms,Celestic (breakthrough),13,3,92.46153846153847,30.0,13,2.391304347826087,23.08,创造微生物,Celestic (breakthrough)
Public Baths,Luna Chain,13,5,97.0,30.0,13,2.391304347826087,38.46,公共浴场,连月
Imported Nitrogen,Lakefront Resorts,13,3,77.53846153846153,30.0,13,2.391304347826087,23.08,引入氮气,湖畔度假区
Directed Heat Usage,Imperial Star Destroyer,13,5,92.92307692307692,30.0,13,2.391304347826087,38.46,热能定向利用,帝国歼星舰
Bribed Committee,Polaris,13,4,72.07692307692308,30.0,13,2.391304347826087,30.77,贿赂委员会,北极星
Atalanta Planitia Lab,🌸Weyland Yutani🌸,133,39,87.12781954887218,317.0,133,2.3916083916083917,29.32,亚特兰大实验室,🌸韦兰德-尤坦尼集团🌸
Stratospheric Expedition,Pobolog (breakthrough),87,26,83.96551724137932,207.0,87,2.3917525773195876,29.89,平流层远征,Pobolog (breakthrough)
Decomposers,🌸Scolex Industries🌸,64,16,84.0625,152.0,64,2.391891891891892,25.0,分解者,🌸星核工业🌸
Atmoscoop,StormCraft Incorporated (breakthrough),64,13,86.390625,152.0,64,2.391891891891892,20.31,大气束缚场,StormCraft Incorporated (breakthrough)
Trading Colony,🌸Weyland Yutani🌸,64,22,84.203125,152.0,64,2.391891891891892,34.38,交易殖民地,🌸韦兰德-尤坦尼集团🌸
Floater Leasing,Celestic (breakthrough),115,34,83.45217391304348,274.0,115,2.392,29.57,漂浮物租贷,Celestic (breakthrough)
Asteroid Deflection System,🌸SolarPlant🌸,41,11,81.1219512195122,97.0,41,2.392156862745098,26.83,小行星防卫系统,🌸太阳能公司🌸
Indentured Workers,🌸Tyrell🌸,41,15,82.5609756097561,97.0,41,2.392156862745098,36.59,合同工,🌸泰瑞尔公司🌸
Comet for Venus,Vitor,41,14,90.1951219512195,97.0,41,2.392156862745098,34.15,飞向金星的彗星,Vitor
