card_name,play_count,game_count,wins,avg_position,avg_score,total_weighted,count_weighted,avg_resources,weighted_avg_score,win_rate,cn_name,cn_name_plot
Solar Power,1045,1045,285,2.425837320574163,82.86411483253589,2535.0,1045,0.0,2.4265402843601898,27.27,太阳能,太阳能
Solar Probe,1651,1651,533,2.3210175651120535,86.9327680193822,3832.0,1651,0.0,2.3220951234196265,32.28,太阳探测器,太阳探测器
Solar Reflectors,136,136,37,2.426470588235294,84.27941176470588,330.0,136,0.0,2.4315068493150687,27.21,太阳反射器,太阳反射器
Solar Storm,732,732,213,2.3401639344262297,83.48633879781421,1713.0,732,0.0,2.3423180592991915,29.1,太阳风暴,太阳风暴
Solar Wind Power,1713,1713,524,2.344424985405721,86.04319906596614,4016.0,1713,0.0,2.34532791642484,30.59,太阳风,太阳风
Solarnet,1372,1372,429,2.323615160349854,87.55830903790087,3188.0,1372,0.0,2.324891461649783,31.27,太阳系网络,太阳系网络
Solarpedia,241,241,89,2.2697095435684647,92.96680497925311,547.0,241,1.7676348547717842,2.2788844621513946,36.93,太阳系百科全书,太阳系百科全书
Soletta,68,68,12,2.6176470588235294,81.0,178.0,68,0.0,2.6025641025641026,17.65,索莱塔,索莱塔
Space Debris Cleaning Operation,1647,1647,503,2.347905282331512,83.96903460837888,3867.0,1647,0.0,2.3488231744115873,30.54,太空垃圾清理,太空垃圾清理
Space Elevator,997,997,247,2.497492477432297,85.35406218655967,2490.0,997,0.0,2.497517378351539,24.77,太空电梯,太空电梯
Space Hotels,958,958,274,2.4759916492693113,85.02087682672234,2372.0,958,0.0,2.4762396694214877,28.6,太空酒店,太空酒店
Space Mirrors,586,586,170,2.4044368600682593,83.82252559726962,1409.0,586,0.0,2.4060402684563758,29.01,太空镜,太空镜
Space Monster Park,1545,1545,507,2.3572815533980584,86.81747572815534,3642.0,1545,1.1527508090614886,2.3581993569131834,32.82,太空怪兽乐园,太空怪兽乐园
Space Port,942,942,316,2.2717622080679405,90.1443736730361,2140.0,942,0.0,2.274159663865546,33.55,太空港,太空港
Space Port Colony,1287,1287,386,2.2968142968142966,89.62082362082361,2956.0,1287,0.0,2.298380878951426,29.99,太空港殖民地,太空港殖民地
Space Privateers,1,1,0,4.0,59.0,4.0,1,5.0,2.6363636363636362,0.0,太空私掠者,太空私掠者
Space Relay,1482,1482,441,2.401484480431849,85.95681511470985,3559.0,1482,0.0,2.4021447721179623,29.76,太空中继站,太空中继站
Space Station,1748,1748,474,2.429633867276888,83.43020594965675,4247.0,1748,0.0,2.430034129692833,27.12,空间站,空间站
Space Wargames,921,921,325,2.222584147665581,90.74592833876221,2047.0,921,0.2768729641693811,2.225563909774436,35.29,太空战争游戏,太空战争游戏
Special Design,530,530,190,2.169811320754717,91.29245283018868,1150.0,530,0.0,2.175925925925926,35.85,特别构思,特别构思
Special Permit,484,484,162,2.2479338842975207,85.54132231404958,1088.0,484,0.0,2.2530364372469633,33.47,特别许可,特别许可
Specialized Settlement,1090,1090,357,2.276146788990826,86.49174311926606,2481.0,1090,0.0,2.2781818181818183,32.75,专业定居点,专业定居点
Sphere Habitats,9,9,4,2.0,111.88888888888889,18.0,9,0.0,2.263157894736842,44.44,球形栖息地,球形栖息地
Spin-Inducing Asteroid,560,560,155,2.482142857142857,80.41785714285714,1390.0,560,0.0,2.482456140350877,27.68,自旋牵引陨石,自旋牵引陨石
Spin-off Department,1456,1456,463,2.3365384615384617,86.3853021978022,3402.0,1456,0.0,2.3376534788540244,31.8,副产品部门,副产品部门
Sponsored Academies,1774,1774,540,2.3376550169109356,86.33089064261556,4147.0,1774,0.0,2.3385650224215246,30.44,学术赞助,学术赞助
Sponsored Mohole,221,221,62,2.3891402714932126,80.9366515837104,528.0,221,0.0,2.393939393939394,28.05,莫霍计划赞助,莫霍计划赞助
Sponsoring Nation,609,609,194,2.270935960591133,91.6896551724138,1383.0,609,0.0,2.274636510500808,31.86,主办国,主办国
Sponsors,1053,1053,288,2.5489078822412155,81.56125356125357,2684.0,1053,0.0,2.548447789275635,27.35,赞助商,赞助商
St. Joseph of Cupertino Mission,495,495,164,2.319191919191919,89.0969696969697,1148.0,495,0.0,2.3227722772277226,33.13,库比蒂诺圣约瑟夫传教团,库比蒂诺圣约瑟夫传教团
Staged Protests,1,1,0,2.0,106.0,2.0,1,0.0,2.4545454545454546,0.0, staged 抗议,staged 抗议
"Staging Station ""Behemoth""",6,6,1,2.1666666666666665,15.833333333333334,13.0,6,0.0,2.375,16.67,"Staging Station ""Behemoth""","Staging Station ""Behemoth"""
Standard Technology,1175,1175,345,2.3804255319148937,83.17617021276595,2797.0,1175,0.0,2.381434599156118,29.36,标准技术,标准技术
Standard Technology:u,6,6,3,2.3333333333333335,-7.5,14.0,6,0.0,2.4375,50.0,Standard Technology:u,Standard Technology:u
Stanford Torus,1273,1273,377,2.3982717989002356,87.0510604870385,3053.0,1273,0.0,2.3990646921278254,29.62,斯坦福环面,斯坦福环面
Star Vegas,5,5,1,2.4,76.4,12.0,5,0.0,2.466666666666667,20.0,星际维加斯,星际维加斯
Starcore Mining,1745,1745,583,2.3088825214899713,87.07106017191977,4029.0,1745,0.0,2.30997150997151,33.41,星核开采,星核开采
Steel Market Monopolists,4,4,2,2.25,135.0,9.0,4,0.0,2.4285714285714284,50.0,钢铁市场垄断者,钢铁市场垄断者
Steelworks,106,106,35,2.4716981132075473,89.60377358490567,262.0,106,0.0,2.4741379310344827,33.02,钢铁厂,钢铁厂
Stem Field Subsidies,9,9,3,2.4444444444444446,85.22222222222223,22.0,9,6.666666666666667,2.473684210526316,33.33,STEM领域补贴,STEM领域补贴
Stratopolis,407,407,120,2.388206388206388,89.24324324324324,972.0,407,4.255528255528255,2.3908872901678655,29.48,凌云之城,凌云之城
Stratospheric Birds,1170,1170,383,2.2452991452991453,91.01282051282051,2627.0,1170,5.5256410256410255,2.247457627118644,32.74,平流层的鸟类,平流层的鸟类
Stratospheric Expedition,1811,1811,583,2.297073440088349,87.19050248481501,4160.0,1811,0.0,2.298187808896211,32.19,平流层远征,平流层远征
Strip Mine,365,365,90,2.5424657534246577,79.31506849315069,928.0,365,0.0,2.541333333333333,24.66,露天矿场,露天矿场
Sub-Crust Measurements,1600,1600,494,2.37625,85.761875,3802.0,1600,0.0,2.3770186335403727,30.88,测量地壳,测量地壳
Sub-zero Salt Fish,548,548,186,2.198905109489051,91.11861313868613,1205.0,548,2.1423357664233578,2.204301075268817,33.94,零下咸鱼,零下咸鱼
Subnautic Pirates,8,8,2,2.875,-79.75,23.0,8,0.0,2.6666666666666665,25.0,水下海盗,水下海盗
Subterranean Habitats,7,7,2,2.857142857142857,105.57142857142857,20.0,7,0.0,2.6470588235294117,28.57,地下栖息地,地下栖息地
Subterranean Reservoir,868,868,262,2.3536866359447006,82.20506912442396,2043.0,868,0.0,2.355353075170843,30.18,地下水库,地下水库
Subterranean Sea,9,9,3,2.2222222222222223,87.33333333333333,20.0,9,0.0,2.3684210526315788,33.33,地下海,地下海
Sulphur Exports,920,920,299,2.2956521739130435,87.72608695652174,2112.0,920,0.0,2.2978494623655914,32.5,硫磺出口贸易,硫磺出口贸易
Sulphur-Eating Bacteria,1996,1996,683,2.2364729458917836,86.2565130260521,4464.0,1996,0.5020040080160321,2.2377866400797606,34.22,硫磺吞噬菌,硫磺吞噬菌
Summit Logistics,1260,1260,410,2.3055555555555554,86.5531746031746,2905.0,1260,0.0,2.3070866141732282,32.54,峰会后勤,峰会后勤
Supercapacitors,929,929,235,2.485468245425188,82.745963401507,2309.0,929,0.0,2.4856230031948883,25.3,超级电容,超级电容
Supermarkets,736,736,204,2.438858695652174,84.90625,1795.0,736,0.0,2.4396782841823055,27.72,超市,超市
Supported Research,1412,1412,421,2.3576487252124645,84.86543909348443,3329.0,1412,0.0,2.3586497890295357,29.82,受扶持的研究,受扶持的研究
Symbiotic Fungus,880,880,293,2.2329545454545454,86.2159090909091,1965.0,880,0.0,2.235955056179775,33.3,共生真菌,共生真菌
Syndicate Pirate Raids,12,12,3,2.3333333333333335,112.16666666666667,28.0,12,0.0,2.409090909090909,25.0,辛迪加海盗袭击,辛迪加海盗袭击
Takonda Castle (VII),862,862,283,2.2088167053364267,86.72041763341068,1904.0,862,0.0,2.2121559633027523,32.83,Takonda Castle (VII),Takonda Castle (VII)
Tardigrades,894,894,291,2.237136465324385,82.74384787472036,2000.0,894,5.7114093959731544,2.2400442477876106,32.55,缓步微生物,缓步微生物
Technology Demonstration,1817,1817,527,2.406714364336819,83.86846450192625,4373.0,1817,0.0,2.407224958949097,29.0,科学论证,科学论证
Tectonic Stress Power,781,781,215,2.440460947503201,86.46350832266326,1906.0,781,0.0,2.441213653603034,27.53,构造应力能源,构造应力能源
Terraforming Contract,708,708,221,2.346045197740113,85.14689265536722,1661.0,708,0.0,2.348189415041783,31.21,改造合同,改造合同
Terraforming Control Station,1663,1663,540,2.269993986770896,87.20264582080577,3775.0,1663,0.0,2.2713687985654514,32.47,改造控制站,改造控制站
Terraforming Ganymede,1076,1076,408,2.112453531598513,95.182156133829,2273.0,1076,0.0,2.116022099447514,37.92,改造木卫三,改造木卫三
Terraforming Robots,626,626,216,2.2252396166134187,93.1964856230032,1393.0,626,2.7252396166134187,2.229559748427673,34.5,改造机器人,改造机器人
Teslaract,311,311,106,2.2315112540192925,90.63987138263666,694.0,311,0.0,2.2398753894080996,34.08,泰斯拉立方体,泰斯拉立方体
The Womb,7,7,2,2.0,117.71428571428571,14.0,7,0.0,2.2941176470588234,28.57,起源之城,起源之城
Thermophiles,1011,1011,320,2.2759643916913945,88.24233432245302,2301.0,1011,0.9703264094955489,2.278158667972576,31.65,嗜热菌,嗜热菌
Think Tank,490,490,150,2.3346938775510204,89.73469387755102,1144.0,490,0.6326530612244898,2.338,30.61,智库,智库
Thiolava Vents,372,372,100,2.4086021505376345,82.40591397849462,896.0,372,9.731182795698924,2.410994764397906,26.88,硫熔岩喷口,硫熔岩喷口
Thorium Rush,17,17,7,1.9411764705882353,115.3529411764706,33.0,17,0.0,2.1481481481481484,41.18,钍金属狂潮,钍金属狂潮
Titan Air-scrapping,404,404,131,2.2475247524752477,94.61386138613861,908.0,404,0.5,2.253623188405797,32.43,处理泰坦空气,处理泰坦空气
Titan Floating Launch-pad,1035,1035,314,2.320772946859903,86.95072463768116,2402.0,1035,0.9120772946859903,2.322488038277512,30.34,泰坦漂浮物起飞平台,泰坦漂浮物起飞平台
Titan Manufacturing Colony,17,17,6,2.176470588235294,95.17647058823529,37.0,17,1.0,2.2962962962962963,35.29,钛制造殖民地,钛制造殖民地
Titan Shuttles,1233,1233,330,2.446066504460665,84.16139497161394,3016.0,1233,0.8248175182481752,2.4465004022526147,26.76,泰坦穿梭机,泰坦穿梭机
Titanium Extraction Center,1,1,0,4.0,92.0,4.0,1,0.0,2.6363636363636362,0.0,钛提取中心,钛提取中心
Titanium Market Monopolists,3,3,0,3.0,95.0,9.0,3,0.0,2.6153846153846154,0.0,钛市场垄断者,钛市场垄断者
Titanium Mine,945,945,243,2.5597883597883597,82.73650793650793,2419.0,945,0.0,2.5591623036649214,25.71,钛合金矿脉,钛合金矿脉
Toll Station,1253,1253,345,2.422984836392658,84.09736632083,3036.0,1253,0.0,2.423594615993666,27.53,收费站,收费站
Tool with the First Order (VIII),1037,1037,283,2.4705882352941178,81.93924783027965,2562.0,1037,0.0,2.4708691499522444,27.29,Tool with the First Order (VIII),Tool with the First Order (VIII)
Topsoil Contract,1904,1904,591,2.307247899159664,83.82563025210084,4393.0,1904,0.0,2.3082549634273772,31.04,表土合约,表土合约
Tosche Station (IV),428,428,135,2.235981308411215,87.30140186915888,957.0,428,0.0,2.2420091324200913,31.54,Tosche Station (IV),Tosche Station (IV)
Towing A Comet,953,953,310,2.236096537250787,84.09024134312696,2131.0,953,0.0,2.2388369678089304,32.53,牵引彗星,牵引彗星
Trade Embargo (I),149,149,53,2.261744966442953,89.1006711409396,337.0,149,0.0,2.2767295597484276,35.57,Trade Embargo (I),Trade Embargo (I)
Trade Envoys,688,688,180,2.4767441860465116,84.15697674418605,1704.0,688,0.0,2.477077363896848,26.16,贸易特使,贸易特使
Trading Colony,1127,1127,339,2.368234250221828,85.58473824312334,2669.0,1127,0.0,2.3693931398416885,30.08,交易殖民地,交易殖民地
Trans-Neptune Probe,1705,1705,453,2.43108504398827,85.13607038123168,4145.0,1705,0.0,2.431486880466472,26.57,海王星探测器,海王星探测器
Trantor,1591,1591,502,2.3356379635449405,86.25644248900063,3716.0,1591,0.0,2.3366645846346032,31.55,川陀,川陀
Trees,804,804,281,2.1940298507462686,89.1268656716418,1764.0,804,0.0,2.197788697788698,34.95,树,树
Tropical Resort,449,449,137,2.2739420935412027,88.728285077951,1021.0,449,0.0,2.2788671023965144,30.51,热带度假胜地,热带度假胜地
Tundra Farming,716,716,254,2.14804469273743,91.85474860335195,1538.0,716,0.0,2.152892561983471,35.47,冻原农耕,冻原农耕
Tunnel Boring Machine,9,9,2,2.3333333333333335,80.22222222222223,21.0,9,0.0,2.4210526315789473,22.22,隧道掘进机,隧道掘进机
Tunneling Loophole,2,2,1,2.5,109.5,5.0,2,0.0,2.5,50.0,Tunneling Loophole,Tunneling Loophole
Tunneling Subcontractor,10,10,4,2.1,32.6,21.0,10,0.0,2.3,40.0,隧道工程分包商,隧道工程分包商
Tycho Road Network,10,10,3,2.3,112.0,23.0,10,0.0,2.4,30.0,泰科街道网络,泰科街道网络
Underground Amusement Park,14,14,3,2.2857142857142856,42.857142857142854,32.0,14,0.0,2.375,21.43,地下游乐园,地下游乐园
Underground City,585,585,173,2.336752136752137,86.7897435897436,1367.0,585,0.0,2.339495798319328,29.57,地下城,地下城
Underground Detonations,85,85,32,2.176470588235294,99.09411764705882,185.0,85,0.0,2.210526315789474,37.65,地下爆破,地下爆破
Underground Detonators,19,19,8,2.1578947368421053,100.63157894736842,41.0,19,0.0,2.2758620689655173,42.11,地下炸弹,地下炸弹
Underground Habitat,18,18,5,2.3333333333333335,93.33333333333333,42.0,18,0.0,2.392857142857143,27.78,地下栖息地,地下栖息地
Underground Railway,5,5,4,1.4,117.2,7.0,5,0.0,2.1333333333333333,80.0,地下铁路,地下铁路
Underground Research Center,10,10,3,2.2,93.1,22.0,10,0.0,2.35,30.0,地下研究中心,地下研究中心
Underground Shelters,7,7,3,2.4285714285714284,88.0,17.0,7,0.0,2.4705882352941178,42.86,地下避难所,地下避难所
Underground Smuggling Ring,15,15,3,2.6,81.86666666666666,39.0,15,0.0,2.56,20.0,地下走私集团,地下走私集团
Undermoon Drug Lords Network,4,4,1,2.25,-2.75,9.0,4,0.0,2.4285714285714284,25.0,毒枭地下网络,毒枭地下网络
Unexpected Application,1497,1497,440,2.336005344021376,86.07147628590515,3497.0,1497,0.0,2.3370935633709355,29.39,意外应用,意外应用
Urban Decomposers,825,825,276,2.224242424242424,91.06545454545454,1835.0,825,0.0,2.2275449101796405,33.45,都市分解者,都市分解者
Urbanized Area,689,689,229,2.2336719883889695,91.05805515239477,1539.0,689,0.0,2.2374821173104436,33.24,城市化区域,城市化区域
Urgent Terraforming Command,684,684,263,2.057017543859649,89.80409356725146,1407.0,684,0.0,2.063400576368876,38.45,紧急改造令,紧急改造令
Venera Base,886,886,319,2.1433408577878104,91.51467268623024,1899.0,886,0.0,2.1473214285714284,36.0,金星基地,金星基地
Venus Allies,1195,1195,418,2.186610878661088,91.62845188284518,2613.0,1195,0.0,2.1892116182572616,34.98,金星盟友,金星盟友
Venus Governor,1506,1506,533,2.2284196547144752,88.12549800796813,3356.0,1506,0.0,2.230211081794195,35.39,金星总督,金星总督
Venus Magnetizer,614,614,209,2.198697068403909,89.40228013029316,1350.0,614,0.0,2.203525641025641,34.04,金星磁化器,金星磁化器
Venus Orbital Survey,1357,1357,380,2.456153279292557,85.57774502579218,3333.0,1357,0.0,2.4564740307242134,28.0,金星轨道勘测,金星轨道勘测
Venus Shuttles,919,919,331,2.2143634385201305,89.7442872687704,2035.0,919,0.0,2.217438105489774,36.02,金星穿梭机,金星穿梭机
Venus Soils,409,409,150,2.1246943765281174,93.56479217603912,869.0,409,0.0,2.1336515513126493,36.67,金星土壤,金星土壤
Venus Trade Hub,1386,1386,463,2.2554112554112553,88.55194805194805,3126.0,1386,0.0,2.257163323782235,33.41,金星贸易中心,金星贸易中心
Venus University,1609,1609,514,2.2970789310130515,87.82038533250466,3696.0,1609,0.0,2.298332303891291,31.95,金星大学,金星大学
Venus Waystation,1881,1881,595,2.3413078149920254,85.87985114300903,4404.0,1881,0.0,2.3421470121628767,31.63,金星中转站,金星中转站
Venusian Animals,1589,1589,555,2.2120830711139083,91.49465072372561,3515.0,1589,9.30396475770925,2.2138836772983113,34.93,金星动物,金星动物
Venusian Insects,1796,1796,604,2.2861915367483294,87.62193763919822,4106.0,1796,9.042873051224944,2.287375415282392,33.63,金星昆虫,金星昆虫
Venusian Plants,878,878,310,2.156036446469248,93.04897494305239,1893.0,878,0.0,2.15990990990991,35.31,金星植物,金星植物
Vermin,182,182,63,2.21978021978022,85.35164835164835,404.0,182,7.642857142857143,2.234375,34.62,害兽,害兽
Vesta Shipyard,1457,1457,409,2.417295813315031,85.88126286890872,3522.0,1457,0.0,2.41785957736878,28.07,维斯塔造船厂,维斯塔造船厂
Viral Enhancers,1911,1911,617,2.2888540031397175,85.82417582417582,4374.0,1911,0.0,2.2899531494013536,32.29,病毒增强,病毒增强
Virus,840,840,257,2.342857142857143,84.64285714285714,1968.0,840,0.0,2.344705882352941,30.6,病毒,病毒
Voltaic Metallurgy,654,654,222,2.3134556574923546,89.47094801223241,1513.0,654,0.0,2.316265060240964,33.94,伏打冶金,伏打冶金
Volunteer Mining Initiative,8,8,3,2.5,-79.875,20.0,8,0.0,2.5,37.5,志愿采矿倡议,志愿采矿倡议
Vote Of No Confidence,234,234,84,2.2264957264957266,84.88888888888889,521.0,234,0.0,2.237704918032787,35.9,不信任票,不信任票
WG Project,1022,1022,344,2.2436399217221137,86.94716242661448,2293.0,1022,0.0,2.246124031007752,33.66,WG 项目,WG 项目
Warp Drive,1465,1465,481,2.3030716723549487,89.2901023890785,3374.0,1465,0.0,2.304406779661017,32.83,曲率引擎,曲率引擎
Waste Incinerator,1507,1507,454,2.3364299933643,84.80358327803583,3521.0,1507,0.0,2.3375082399472644,30.13,垃圾焚烧站,垃圾焚烧站
Water Import From Europa,1240,1240,410,2.245967741935484,91.57661290322581,2785.0,1240,0.0,2.248,33.06,从欧罗巴(木卫二)注入水源,从欧罗巴(木卫二)注入水源
Water Splitting Plant,101,101,31,2.396039603960396,84.11881188118812,242.0,101,0.0,2.4054054054054053,30.69,海水分解装置,海水分解装置
Water Treatment Complex,10,10,1,2.3,101.8,23.0,10,0.0,2.4,10.0,水处理建筑群,水处理建筑群
Water to Venus,1082,1082,335,2.355822550831793,85.82809611829944,2549.0,1082,0.0,2.357142857142857,30.96,输送水源到金星,输送水源到金星
Wave Power,1031,1031,303,2.3511154219204657,85.86614936954413,2424.0,1031,0.0,2.3525456292026896,29.39,潮汐能源,潮汐能源
We Grow As One,46,46,16,2.1956521739130435,91.47826086956522,101.0,46,0.0,2.25,34.78,我们一起成长,我们一起成长
Wetlands,405,405,123,2.28641975308642,83.60740740740741,926.0,405,0.0,2.291566265060241,30.37,湿地,湿地
Whales,340,340,112,2.3,94.82352941176471,782.0,340,3.652941176470588,2.3057142857142856,32.94,鲸鱼,鲸鱼
Wildlife Dome,1316,1316,392,2.2857142857142856,83.60030395136778,3008.0,1316,0.0,2.2873303167420813,29.79,野生生物穹顶,野生生物穹顶
Windmills,1190,1190,329,2.403361344537815,84.22605042016806,2860.0,1190,0.0,2.404166666666667,27.65,风力发电,风力发电
Worms,717,717,263,2.1492329149232914,88.52440725244072,1541.0,717,0.0,2.154057771664374,36.68,蠕虫,蠕虫
Zeppelins,353,353,119,2.2974504249291785,90.56373937677054,811.0,353,0.0,2.303030303030303,33.71,齐柏林飞艇,齐柏林飞艇
奇物丰收,279,279,107,2.075268817204301,91.39426523297492,579.0,279,0.0,2.0899653979238755,38.35,奇物丰收,奇物丰收
星际碎屑,623,623,190,2.3723916532905296,85.79293739967898,1478.0,623,7.332263242375602,2.374407582938389,30.5,星际碎屑,星际碎屑
项目重整,549,549,158,2.471766848816029,85.28233151183971,1357.0,549,0.0,2.4722719141323792,28.78,项目重整,项目重整
🌸卉植繁茂🌸,443,443,143,2.2663656884875847,82.78103837471784,1004.0,443,0.0,2.271523178807947,32.28,🌸卉植繁茂🌸,卉植繁茂
🌸城电转能🌸,494,494,140,2.338056680161943,81.77935222672065,1155.0,494,0.0,2.3412698412698414,28.34,🌸城电转能🌸,城电转能
🌸建材援助🌸,355,355,94,2.4985915492957744,81.09295774647887,887.0,355,0.0,2.4986301369863013,26.48,🌸建材援助🌸,建材援助
🌸研究催化剂🌸,221,221,54,2.6515837104072397,79.42986425339366,586.0,221,0.0,2.645021645021645,24.43,🌸研究催化剂🌸,研究催化剂
🌸紧急回收站🌸,378,378,135,2.195767195767196,82.75132275132275,830.0,378,5.0396825396825395,2.2036082474226806,35.71,🌸紧急回收站🌸,紧急回收站
🌸置地丰收🌸,325,325,103,2.2615384615384615,82.00615384615385,735.0,325,0.0,2.2686567164179103,31.69,🌸置地丰收🌸,置地丰收
