user_id,prelude_name,usage_count,total_wins,total_position_sum,win_rate,avg_position,user_name,cn_name,cn_name_plot
dfc7613bd132,World Government Advisor,2,0,6,0.0,3.0,小麦,世界政府顾问,世界政府顾问
e17d328f5ee8,Acquired Space Agency,5,1,15,20.0,3.0,pocky,收购太空总署,收购太空总署
e17d328f5ee8,Allied Bank,10,2,30,20.0,3.0,pocky,联合银行,联合银行
e17d328f5ee8,Aquifer Turbines,2,1,4,50.0,2.0,pocky,含水层涡轮机,含水层涡轮机
e17d328f5ee8,Business Empire,2,1,3,50.0,1.5,pocky,商业帝国,商业帝国
e17d328f5ee8,Donation,5,3,9,60.0,1.8,pocky,捐赠,捐赠
e17d328f5ee8,Double Down,4,1,11,25.0,2.75,pocky,双倍下注,双倍下注
e17d328f5ee8,Early Colonization,3,0,7,0.0,2.333,pocky,早期殖民,早期殖民
e17d328f5ee8,Experimental Forest,7,0,21,0.0,3.0,pocky,实验林场,实验林场
e17d328f5ee8,Galilean Mining,3,1,9,33.33,3.0,pocky,伽利略矿业,伽利略矿业
e17d328f5ee8,Huge Asteroid,2,0,8,0.0,4.0,pocky,巨型小行星,巨型小行星
e17d328f5ee8,Io Research Outpost,5,2,10,40.0,2.0,pocky,木卫一研究前哨,木卫一研究前哨
e17d328f5ee8,Loan,6,0,20,0.0,3.333,pocky,贷款,贷款
e17d328f5ee8,Martian Industries,7,2,16,28.57,2.286,pocky,火星工业,火星工业
e17d328f5ee8,Metal-Rich Asteroid,3,2,5,66.67,1.667,pocky,富含金属的小行星,富含金属的小行星
e17d328f5ee8,Mining Operations,3,0,10,0.0,3.333,pocky,采矿作业,采矿作业
e17d328f5ee8,New Partner,2,0,6,0.0,3.0,pocky,新合伙人,新合伙人
e17d328f5ee8,Nitrate Reducers,6,1,16,16.67,2.667,pocky,硝酸盐还原剂,硝酸盐还原剂
e17d328f5ee8,Power Generation,3,0,7,0.0,2.333,pocky,发电,发电
e17d328f5ee8,SF Memorial,6,3,13,50.0,2.167,pocky,SF纪念碑,SF纪念碑
e17d328f5ee8,Self-Sufficient Settlement,2,0,8,0.0,4.0,pocky,自给自足的据点,自给自足的据点
e17d328f5ee8,UNMI Contractor,2,0,7,0.0,3.5,pocky,UNMI 承包商,UNMI 承包商
e17d328f5ee8,Venus Contract,4,2,8,50.0,2.0,pocky,金星合同,金星合同
e17d328f5ee8,WG Partnership,2,1,4,50.0,2.0,pocky,世界政府小伙伴,世界政府小伙伴
e17f4b9cc1e8,Acquired Space Agency,2,2,2,100.0,1.0,阿尔,收购太空总署,收购太空总署
e17f4b9cc1e8,Early Colonization,2,1,4,50.0,2.0,阿尔,早期殖民,早期殖民
e17f4b9cc1e8,Mining Operations,2,0,7,0.0,3.5,阿尔,采矿作业,采矿作业
e17f4b9cc1e8,Project Eden,2,1,3,50.0,1.5,阿尔,伊甸园计划,伊甸园计划
e17f4b9cc1e8,Research Network,3,3,3,100.0,1.0,阿尔,研究网络,研究网络
e17f4b9cc1e8,SF Memorial,4,3,6,75.0,1.5,阿尔,SF纪念碑,SF纪念碑
e17f4b9cc1e8,Soil Bacteria,2,0,6,0.0,3.0,阿尔,土壤细菌,土壤细菌
e17f4b9cc1e8,Suitable Infrastructure,2,2,2,100.0,1.0,阿尔,适宜基础设施,适宜基础设施
